"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_2w_1","OCI_M2_2w_2","OCI_M2_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"MGDG O-13:1_20:4","Com_5351_neg","MGDG O-13:1_20:4","C42 H72 O9",766.53467,8.536,765.52739,"No results","Invalid mass","No results",NA,NA,NA,NA,30549607.32,38161677.36,39736419.36,30641997.96,40826525.7,50049953.84,25.2429586335747,25.0980767637147,0.144881869860036,0.276582419641747,0.445975078369775,"stable",0.545506815938581
"Prostaglandin H2","Com_5433_neg","Prostaglandin H2","C20 H32 O5",334.21422,7.404,333.20699,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",4261684.12,6440956.12000001,2104309.15,4811063.161,3592354.327,3704638.476,21.9317746214429,21.8822503017095,0.0495243197333615,0.927658155528339,0.653763185239253,"stable",0.09414751024373
"8-iso-15-keto Prostaglandin F2α","Com_5459_neg","8-iso-15-keto Prostaglandin F2α","C20 H32 O5",352.22523,6.814,351.21791,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",2018882.963,1712655.807,612152.6136,2559446.319,1561473.515,1938594.28,20.9161521516237,20.2921538346906,0.623998316933186,0.36540597071549,0.48174314587676,"stable",0.887051990739643
"JWH 018 N-pentanoic acid metabolite","Com_5494_neg","JWH 018 N-pentanoic acid metabolite","C24 H21 N O3",407.1325,5.56,406.12522,"Invalid mass","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Naphthoylindoles","Naphthoylindoles",775447.773099999,274495.6004,633936.696400001,484190.9285,156754.4293,796287.850699999,18.5820979094232,18.9683576168095,-0.386259707386337,0.395083691696587,0.491930235326437,"stable",0.421803437326281
"13,14-Dihydro-15-keto Prostaglandin E1","Com_5508_neg","13,14-Dihydro-15-keto Prostaglandin E1","C20 H34 O5",336.23072,6.624,335.22301,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1300792.762,1914510.127,1811147.531,1682736.74,1365531,1356517.675,20.4782950360224,20.6559920677983,-0.177697031775878,0.584802864137608,0.548409686737738,"stable",0.751391069987558
"N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","Com_5535_neg","N-(4-chlorophenethyl)-N'-(4-chlorophenyl)urea","C15 H14 Cl2 N2 O",354.05627,11.963,353.04899,"Invalid mass","No results","No results",NA,NA,NA,NA,4808700.975,8226895.44399999,5834489.018,5130199.368,7194242.735,4682329.176,22.4092632664992,22.5484357811383,-0.139172514639007,0.371051248995585,0.483627811742222,"stable",0.428524164392363
"N-Acetyl-L-histidine","Com_5592_neg","N-Acetyl-L-histidine","C8 H11 N3 O3",197.08019,1.465,196.07303,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Histidine and derivatives",3144719.886,3462764.603,2370911.633,4253133.383,3451129.863,4022560.946,21.8928049499228,21.4950011444942,0.397803805428524,0.215523782304104,0.420768463961754,"stable",1.35808045922752
"2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","Com_5594_neg","2,3-dihydro-5-nitro-2-spiro(cyclohexyl)benzimidazole","C12 H15 N3 O2",233.11633,6.529,232.10872,"Full match","No results","No results",NA,NA,NA,NA,2415789.822,2718792.724,1667534.721,1943535.882,1972693.503,2436538.515,21.006129767085,21.082627873081,-0.0764981059959595,0.830629913156239,0.628349642395348,"stable",0.296928072030041
"UMP","Com_5596_neg","UMP","C9 H13 N2 O9 P",324.03613,6.565,323.02873,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",28820271.26,28914030.82,32157341.47,67519648.4499999,26223253.24,7838201.13699999,24.5184128537654,24.8348305972961,-0.316417743530639,0.769960483811713,0.610472338673234,"stable",0.322632752430879
"6-Phosphogluconic acid","Com_5599_neg","6-Phosphogluconic acid","C6 H13 O10 P",276.02411,5.243,275.01683,"No results","No results","Full match",NA,NA,NA,NA,1368112.764,1507279.753,1748488.892,2902389.643,5075638.106,1604617.017,21.4525883771538,20.5483162309753,0.904272146178535,0.241235219587102,0.431149758877417,"stable",1.2636380842534
"PA 2:0_16:0","Com_5900_neg","PA 2:0_16:0","C21 H41 O8 P",452.25434,10.359,451.24706,"No results","Full match","No results",NA,NA,NA,NA,167887.1353,162270.5386,174367.4451,199774.9187,139779.261,171054.2378,17.3616336872681,17.3589816367148,0.00265205055323037,0.986152734186105,0.667471285262493,"stable",0.0162512257629933
"Cynaropicrin","Com_5918_neg","Cynaropicrin","C19 H22 O6",392.14769,5.697,391.14041,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Guaianolides and derivatives",171668.6973,168493.4813,177059.0435,174194.3756,154053.5214,186738.3465,17.3846897800583,17.3951572435285,-0.0104674634701922,0.880579695684675,0.641881402258991,"stable",0.116239148265823
"Carnosine","Com_6051_neg","Carnosine","C9 H14 N4 O3",226.10549,1.346,261.07451,"No results","No results","Full match","Organic acids and derivatives","Peptidomimetics","Hybrid peptides","Hybrid peptides",2100052.792,1304697.126,2019659.65,4340090.395,4178674.709,4335368.038,22.0305435756293,20.7543194775699,1.27622409805945,0.0241882096072547,0.262469369049141,"up",1.7620257330628
"11(Z)-Eicosenoic acid","Com_6068_neg","11(Z)-Eicosenoic acid","C20 H38 O2",356.29256,9.901,355.28529,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",339713.311,689330.832199999,589074.7663,483374.8893,193854.6086,565137.476,18.518546949168,18.9789621572829,-0.460415208114881,0.58041043931209,0.547174272295322,"stable",0.695842346543132
"Hexadecanedioic acid","Com_6071_neg","Hexadecanedioic acid","C16 H30 O4",286.21453,7.033,285.20726,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",9286973.32400001,9871319.865,10451272.37,9224079.019,7589583.715,9526623.66400001,23.058698778353,23.2329212936544,-0.174222515301427,0.249722951344279,0.43420188221927,"stable",1.13434804001031
"3,14-dihydro-15-keto-tetranor Prostaglandin E2","Com_6114_neg","3,14-dihydro-15-keto-tetranor Prostaglandin E2","C16 H26 O5",280.16513,7.252,279.15786,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","Cyclopentanols",2511145.856,2545867.309,5103705.80100001,2636560.498,2355328.651,4745493.084,21.5586163962255,21.6075846439767,-0.0489682477512545,0.498135768742132,0.521952342299344,"stable",0.0989475586468195
"5-Methoxyindoleacetic acid","Com_6156_neg","5-Methoxyindoleacetic acid","C11 H11 N O3",205.07386,5.425,204.06662,"Full match","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indolyl carboxylic acids and derivatives","Indole-3-acetic acid derivatives",1095234.223,1088156.415,984988.6326,1491932.858,1379888.071,1112329.541,20.330007944741,20.0086700232325,0.32133792150848,0.0552314413573658,0.2798888794644,"stable",1.42312122400547
"Fosfomycin","Com_6174_neg","Fosfomycin","C3 H7 O4 P",138.00823,1.463,183.00651,"No results","No results","Full match","Organic acids and derivatives","Organic phosphonic acids and derivatives","Organic phosphonic acids","Organic phosphonic acids",2378760.107,2625499.945,2607032.697,2453812.863,2930330.586,2467834.925,21.3146800875377,21.2733054455904,0.0413746419472254,0.60780898188782,0.554673393846209,"stable",0.393920565427089
"4-Butylresorcinol","Com_6236_neg","4-Butylresorcinol","C10 H14 O2",166.0994,6.018,211.09761,"No results","No results","Full match","Benzenoids","Phenols","Benzenediols","Resorcinols",5521935.939,6516473.007,11751461.21,5217488.433,5398843.7,5945992.834,22.394209793311,22.8395798127599,-0.445370019448937,0.245882447935862,0.432841651206386,"stable",1.03126440915633
"L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","Com_6260_neg","L-Anserine (beta-alanyl-N-methylhistidine) (nitrate salt)","C10 H16 N4 O3",240.11513,7.176,239.10785,"No results","Invalid mass","No results",NA,NA,NA,NA,2815154.95,1978479.777,3201575.845,3063891.939,2041528.832,2672764.974,21.2860180158917,21.3170315156494,-0.0310134997576661,0.81553839634829,0.624057759914357,"stable",0.107062549998025
"10-Hydroxydecanoic acid","Com_6308_neg","10-Hydroxydecanoic acid","C10 H20 O3",188.14137,5.953,169.12354,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",2984117.6,3738077.926,4008771.92,3197748.455,3497001.88,3845006.85,21.7402889681106,21.7591556937617,-0.0188667256510975,0.783686381595195,0.614665830832276,"stable",0.117282118650371
"Maltotriose","Com_6332_neg","Maltotriose","C18 H32 O16",504.17136,9.191,503.16408,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Oligosaccharides",3492769.584,3213040.021,3954917.041,4328868.313,2842544.157,4789167.342,21.8918844096087,21.7555545212451,0.136329888363534,0.476367302601294,0.515561281726186,"stable",0.497255174982287
"LPS 17:0","Com_6394_neg","LPS 17:0","C23 H46 N O9 P",511.29119,9.552,510.28392,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",614628.341,679516.7682,715412.8619,1726509.841,1379693.75,1481100.912,20.537860757632,19.3506403078871,1.18722044974488,0.0159259768512705,0.254876333960254,"up",1.83047418852561
"2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","Com_6406_neg","2-[(3S)-1-(Cyclohexylmethyl)-3-pyrrolidinyl]-5-fluoro-1H-benzimidazole","C18 H24 F N3",301.2003,5.62,300.19302,"Invalid mass","No results","No results","Organoheterocyclic compounds","Benzimidazoles","Not available","Benzimidazoles",3190302.778,3470343.616,3373901.489,2947275.791,3544905.024,2649077.67,21.5284416311103,21.6726318090936,-0.144190177983354,0.322181652730641,0.46573867617059,"stable",0.915940726496812
"LPC O-14:1","Com_6438_neg","LPC O-14:1","C22 H46 N O6 P",497.31193,9.092,496.30449,"No results","Invalid mass","No results",NA,NA,NA,NA,599977.0249,1826581.784,433113.4603,1578910.345,2124683.509,880474.611600001,20.4524120752152,19.5732160448236,0.879196030391647,0.127162949703501,0.363679090275422,"stable",0.960844704326349
"19-Nortestosterone","Com_6454_neg","19-Nortestosterone","C18 H26 O2",274.19318,8.943,273.1859,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",1064108.731,1442810.738,1545651.409,1701237.75,845780.337500001,1456682.774,20.2874440465355,20.3471494438515,-0.0597053973160122,0.899522204559791,0.646758875366803,"stable",0.159553152691269
"3-Methyluridine","Com_6462_neg","3-Methyluridine","C10 H14 N2 O6",258.08522,4.1,257.07798,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",1332764.119,1833973.6,909253.540000001,2088544.204,2650084.68,821616.7642,20.6599264566534,20.3156181959684,0.344308260684965,0.298843508124834,0.455742919735638,"stable",0.520017160745802
"Dithranol","Com_6509_neg","Dithranol","C14 H10 O3",226.06302,6.184,225.05576,"No results","No results","Full match","Benzenoids","Anthracenes","Not available","Anthracenes",1648823.733,2060195.606,2453261.215,2171797.614,1528444.236,1706828.537,20.7656591431867,20.9512083535356,-0.185549210348899,0.590992758954619,0.55012871614993,"stable",0.715095268222275
"Cyclamic acid","Com_6532_neg","Cyclamic acid","C6 H13 N O3 S",179.06188,5.366,178.0546,"Full match","No results","Full match","Organic acids and derivatives","Sulfamic acid derivatives","Cyclamates","Cyclamates",138422.6417,238715.0691,172664.9841,149705.4017,77438.2648,187919.9048,16.9840947065698,17.4470888485335,-0.462994141963673,0.508825074406107,0.525216968659404,"stable",0.858467310909099
"Homo-Gamma-Linolenic Acid (C20:3)","Com_6536_neg","Homo-Gamma-Linolenic Acid (C20:3)","C20 H34 O2",306.25587,10.5,305.24859,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",999873.756600001,1356635.964,893688.938300001,1372415.779,627301.869199999,1202741.712,19.9483273168935,20.0241339606821,-0.0758066437886527,0.89717867267968,0.64616265742722,"stable",0.179113368131374
"15-Keto prostaglandin A1","Com_6564_neg","15-Keto prostaglandin A1","C20 H30 O4",334.21469,7.006,333.20742,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",6613566.50000001,3077842.751,3863217.182,8290439.169,4397234.782,5483090.22200001,22.4792466709602,22.0306188342046,0.44862783675552,0.0182006153198572,0.25760292610025,"up",0.873523559933623
"15(R)-Prostaglandin E2","Com_6576_neg","15(R)-Prostaglandin E2","C20 H32 O5",352.22525,7.097,351.21797,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3110565.435,2399304.907,2654238.712,4054239.45699999,2603664.153,2731845.411,21.5481854079479,21.3675990665184,0.180586341429503,0.222289199695069,0.423681551445987,"stable",0.681652627511789
"PC 14:0_20:4","Com_6608_neg","PC 14:0_20:4","C42 H76 N O8 P",799.53702,8.851,798.52975,"No results","Invalid mass","No results",NA,NA,NA,NA,2542202.506,4636208.133,3840053.611,6060276.10499999,174704.9712,9068306.32399999,21.0193049744221,21.7649521506106,-0.74564717618853,0.744145266358923,0.602332927780466,"stable",0.372577168982841
"LPS 20:1","Com_6634_neg","LPS 20:1","C26 H50 N O9 P",551.32215,10.765,550.31518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",302934.3745,462121.9704,254834.6784,608688.7613,496802.4817,494927.7156,19.0181721221523,18.3285873373202,0.689584784832117,0.142793637982874,0.377348813750566,"stable",1.46093165251406
"PC O-16:0_14:1","Com_6736_neg","PC O-16:0_14:1","C38 H76 N O7 P",735.53893,11.072,734.53165,"No results","Invalid mass","No results",NA,NA,NA,NA,865049.630900001,888953.989400001,962376.949099999,764872.1686,742009.104,932933.759,19.6257838713163,19.7868050560218,-0.161021184705504,0.124541672228553,0.361163443942032,"stable",1.07941631772033
"2,4-Dihydroxybenzoic acid","Com_6881_neg","2,4-Dihydroxybenzoic acid","C7 H6 O4",154.02415,4.679,153.01665,"Invalid mass","No results","No results","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Hydroxybenzoic acid derivatives",1751443.367,1504720.138,1422854.926,1840760.481,1577008.76,1777774.926,20.7207569941131,20.567177935224,0.153579058889104,0.208521167461424,0.41760029286817,"stable",1.05318702695763
"2-Deoxyuridine","Com_6883_neg","2-Deoxyuridine","C9 H12 N2 O5",228.07469,4.967,227.06743,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",631662.940000001,908427.6679,957181.9849,814877.697200001,1337178.688,909534.984199999,19.9272514868748,19.6434137484257,0.283837738449044,0.268363703486782,0.442146535828076,"stable",0.825987088181376
"L-Arabinitol","Com_6945_neg","L-Arabinitol","C5 H12 O5",152.06851,5.952,189.01712,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar alcohols",4717864.466,6347691.459,7523492.32400001,3263205.792,4913037.776,6769239.505,22.1855349250462,22.536824729197,-0.351289804150873,0.0855289432808548,0.322896412931351,"stable",0.812789357980884
"LPA 20:4","Com_6965_neg","LPA 20:4","C23 H39 O7 P",458.24301,9.453,457.23573,"No results","Full match","No match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",1662055.212,1149369.18,1829831.89,2031578.309,655210.972700001,1074639.555,20.1037303176123,20.5334091322836,-0.429678814671345,0.354894697194712,0.478116035459359,"stable",0.718043207313134
"Neohesperidin","Com_7024_neg","Neohesperidin","C28 H34 O15",610.1906,5.598,609.18333,"Full match","No results","No results","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","Flavonoid O-glycosides",732690.3643,864818.075899999,1092163.813,551948.155,333850.6106,849868.1451,19.0399652966604,19.7545463667064,-0.714581070046012,0.162427035139,0.391831889490385,"stable",1.20179268902689
"Resolvin E1","Com_7033_neg","Resolvin E1","C20 H30 O5",350.20939,6.379,349.20212,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids",1320803.02,1082734.621,741136.185899999,1736503.563,769476.4224,1044216.839,20.0917538114233,19.959537094709,0.132216716714328,0.714470184626831,0.592545930550259,"stable",0.289372680097625
"LPG O-15:0","Com_7038_neg","LPG O-15:0","C21 H45 O8 P",456.28544,8.881,455.27817,"No results","Full match","No results",NA,NA,NA,NA,715771.9577,651298.685,694748.7295,699389.691599999,532253.029,695152.755800001,19.281486748977,19.3894106838851,-0.107923934908079,0.362270953357284,0.480677698391381,"stable",0.687812590572538
"1,2,3-Benzenetricarboxylic acid","Com_7054_neg","1,2,3-Benzenetricarboxylic acid","C9 H6 O6",210.01662,5.284,209.00934,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters",202393.0225,212445.6371,202005.7472,189237.6762,192340.1255,183994.4609,17.5241476245961,17.6491903441579,-0.125042719561879,0.0127642079280858,0.249639218505027,"stable",1.67842340134789
"LPS 14:0","Com_7064_neg","LPS 14:0","C20 H40 N O9 P",469.24411,8.612,468.23684,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",212418.7194,194528.6165,220125.2757,219552.9336,161641.7152,220965.958,17.6000379751089,17.6713798482504,-0.0713418731414635,0.54479586039815,0.536652239020278,"stable",0.410675269966866
"LPE O-22:2","Com_7067_neg","LPE O-22:2","C27 H54 N O6 P",519.36867,11.461,518.3614,"No results","Full match","No results",NA,NA,NA,NA,261961.6207,387376.8793,201336.3943,639823.190000001,820921.8086,895433.137700001,19.568808410106,18.0605409055435,1.5082675045625,0.0441143691325203,0.26945861218337,"up",1.72423310054232
"trans-Petroselinic Acid","Com_7073_neg","trans-Petroselinic Acid","C18 H34 O2",328.2611,9.119,327.25382,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",3701083.599,3262794.771,2224802.208,1157800.458,1006096.47,1730565.948,20.268701635335,21.5141462526225,-1.2454446172875,0.106066800756438,0.341414497925378,"stable",1.65619401074025
"5-Dehydroquinic acid","Com_7122_neg","5-Dehydroquinic acid","C7 H10 O6",190.04789,4.979,189.04057,"No results","Full match","No results","Organic acids and derivatives","Hydroxy acids and derivatives","Alpha hydroxy acids and derivatives","Alpha hydroxy acids and derivatives",2023429.177,3129715.756,2252589.461,2679847.507,2658163.666,2855005.893,21.3802600918398,21.2097080336357,0.170552058204073,0.490921581243964,0.51969272090524,"stable",0.756594557479081
"LPC 20:1","Com_7124_neg","LPC 20:1","C28 H56 N O7 P",595.38539,10.508,594.37811,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",819825.1738,918985.849099999,696828.470100001,1306833.908,1584683.345,1414890.199,20.4485553955719,19.6216946430592,0.826860752512697,0.0151150299215764,0.253723446006116,"up",1.76453621110275
"Prostaglandin G2","Com_7190_neg","Prostaglandin G2","C20 H32 O6",368.21987,6.546,349.20199,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",1316685.968,693392.2614,648462.311399999,1822674.131,900908.414699999,1031903.022,20.1851740357767,19.6794850941367,0.505688941639992,0.02796834124971,0.264522408203631,"up",0.912421478485382
"Pantetheine","Com_7305_neg","Pantetheine","C11 H22 N2 O4 S",278.13026,5.224,277.12266,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Beta amino acids and derivatives",189258.0413,411104.0256,211613.3346,175661.3956,533692.0973,282244.4946,18.1848905610658,17.9567366874046,0.228153873661181,0.307857915730664,0.459731320572578,"stable",0.35914942360204
"Ribulose-5-phosphate","Com_7306_neg","Ribulose-5-phosphate","C5 H11 O8 P",230.01916,1.195,211.00121,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Pentose phosphates",1239161.829,1010718.055,1389508.635,682501.073,1203400.19,657200.0312,19.6350432902727,20.1980085745111,-0.562965284238444,0.305374991868115,0.458649397794673,"stable",1.2477404072108
"Docosapentaenoic acid","Com_7336_neg","Docosapentaenoic acid","C22 H34 O2",330.25589,10.191,329.24861,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Very long-chain fatty acids",439692.646,527415.542299999,577852.7175,1036898.13,340529.3926,531086.7711,19.1266168681505,18.9650195799353,0.161597288215191,0.799311248708016,0.619330928035491,"stable",0.308864900646692
"Taurocholic acid","Com_7417_neg","Taurocholic acid","C26 H45 N O7 S",515.29214,6.807,514.28487,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives","Trihydroxy bile acids, alcohols and derivatives",1991617.981,3116558.908,2192565.42,1982173.875,3042335.949,2434592.052,21.2235495831026,21.1870735084149,0.0364760746877089,0.592824724299187,0.55063263116871,"stable",0.127857560359518
"cis-2-Decenoic acid","Com_7439_neg","cis-2-Decenoic acid","C10 H18 O2",170.13081,5.95,169.12353,"Full match","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids",2826216.557,3285447.26,3685140.175,2923289.658,3497001.88,3845006.85,21.6971344118546,21.6304623347311,0.0666720771235241,0.0320253222632334,0.266210320037597,"stable",0.379413787076758
"LPS 18:2","Com_7496_neg","LPS 18:2","C24 H44 N O9 P",521.27396,9.267,520.26669,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",465019.8675,528173.4574,499161.5264,934408.0212,559885.6087,431936.1769,19.2163081114521,18.9222441073158,0.294064004136271,0.506266947819946,0.524444567510653,"stable",0.756270902657185
"19(R)-Hydroxy prostaglandin F2α","Com_7505_neg","19(R)-Hydroxy prostaglandin F2α","C20 H34 O6",352.2251,6.342,351.21782,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",8622924.35899999,3322423.186,5863568.63,2882965.251,1643006.192,3275857.253,21.2501565218082,22.3956325829974,-1.14547606118924,0.0360029801161931,0.2675104318986,"down",1.40075663011748
"Deoxyribose 5-Phosphate","Com_7507_neg","Deoxyribose 5-Phosphate","C5 H11 O7 P",214.02432,1.375,213.01705,"No results","No results","Full match",NA,NA,NA,NA,9517045.81100001,8851523.524,10569875.16,11975292.36,9834930.84599999,12182360.8,23.4271104738902,23.1976772496501,0.22943322424009,0.0498770528156002,0.27046873156476,"stable",1.26712198591623
"DY131","Com_7521_neg","DY131","C18 H21 N3 O2",311.16369,8.087,310.15642,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acids and derivatives",2885727.393,2258240.869,4076461.766,4987762.907,1777503.242,4836849.839,21.7390061790844,21.5087191952642,0.230286983820189,0.554994170530239,0.539760534692881,"stable",0.383485446934154
"CerP 15:0;2O/2:0","Com_7522_neg","CerP 15:0;2O/2:0","C17 H36 N O6 P",381.22781,8.164,380.22054,"No results","Full match","No results",NA,NA,NA,NA,948576.680999999,1243233.725,1027875.202,2617505.925,1980644.598,1114462.288,20.7750721130207,20.0241015578347,0.750970555185994,0.194777469941206,0.410881642964886,"stable",1.30936231708142
"6α-Prostaglandin I1","Com_7629_neg","6α-Prostaglandin I1","C20 H34 O5",336.23036,7.33,335.22308,"Invalid mass","No results","No match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",3202176.976,3301731.896,3889149.302,3902794.889,2408620.857,2968794.328,21.5324326058333,21.7188121162418,-0.186379510408493,0.513494988063602,0.526612903032705,"stable",0.728411312697241
"Boc-beta-cyano-L-alanine","Com_7657_neg","Boc-beta-cyano-L-alanine","C9 H14 N2 O4",214.0954,5.208,213.08812,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",647880.7432,925069.600500001,1054362.873,1077397.84,1394794.787,735624.5773,19.9797837497965,19.7108370620884,0.26894668770807,0.567311905434379,0.543411204099455,"stable",0.684884064851851
"(±)9-HpODE","Com_7661_neg","(±)9-HpODE","C18 H32 O4",312.23019,8.328,311.22291,"Full match","No results","Full match",NA,NA,NA,NA,3857126.899,4367953.175,4288517.984,3737743.302,3272099.313,3836539.42,21.7822984384846,21.989889626786,-0.207591188301425,0.199093112799452,0.41306727894056,"stable",1.40571891704597
"Soyasaponin I","Com_7743_neg","Soyasaponin I","C48 H78 O18",942.52101,7.241,941.51373,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins",144795.5489,136757.3665,147686.7529,140787.9731,118979.5783,143310.9198,17.0307693438946,17.125699216589,-0.0949298726943262,0.215117793639231,0.420589142045746,"stable",0.856626566943404
"4-Amino-5-imidazolecarboxamide","Com_7770_neg","4-Amino-5-imidazolecarboxamide","C4 H6 N4 O",126.0542,5.2,107.03637,"No results","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Aminoimidazoles",1234735.89,1330319.553,1697293.039,1500992.017,1525689.497,1371746.324,20.4820323671586,20.4246388976567,0.0573934695019069,0.784519518062015,0.61491746333649,"stable",0.358218281639033
"LPE 20:2","Com_7881_neg","LPE 20:2","C25 H48 N O7 P",505.31661,9.937,504.30965,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",929883.554,983577.179499999,634900.582100001,1488505.402,1432449.457,1399725.652,20.457399495167,19.6701801501708,0.787219344996181,0.0490078007205163,0.270331133437009,"up",1.66217960922132
"LPC 18:2","Com_7927_neg","LPC 18:2","C26 H50 N O7 P",565.33831,9.208,564.33103,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",1022604.79,1916679.287,837832.162999999,1975600.527,1578467.69,1483433.065,20.6681538427383,20.1700988415704,0.498055001167963,0.33051815213038,0.469061377584592,"stable",1.02009337863805
"FAHFA 18:0/3:0","Com_7933_neg","FAHFA 18:0/3:0","C21 H40 O4",356.29286,11.312,355.28558,"No results","Full match","Full match",NA,NA,NA,NA,101307.4536,95297.4396900001,104123.4193,112650.8809,83037.92197,107486.8594,16.6122608536035,16.6121552333431,0.000105620260434591,0.999282548147347,0.670400381738992,"stable",0.000693875170310913
"Dihydroxyacetone phosphate","Com_7935_neg","Dihydroxyacetone phosphate","C3 H7 O6 P",123.99249,1.414,122.98524,"No results","Invalid mass","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",16543102.76,12345370.05,16548730.86,12682094.3,10843772.89,10216372.49,23.4170109456786,23.8391368332846,-0.42212588760599,0.104236534665509,0.339988727473399,"stable",1.45623338415121
