"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MOLM13_WT_1","MOLM13_WT_2","MOLM13_WT_3","MOLM13_6w_1","MOLM13_6w_3","MV4_11_6w_1","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-Linoleoyl glycerol","Com_829_pos","2-Linoleoyl glycerol","C21 H38 O4",314.28231,10.402,337.27153,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",31885757.34,24312543.86,22343179.42,4612221.321,9521005.16899999,3534869.176,22.3576460554569,24.6249791627971,-2.26733310734014,0.0232151391121152,0.196902273016405,"down",1.58579223155574
"Dihydrothymine","Com_830_pos","Dihydrothymine","C5 H8 N2 O2",128.05872,1.419,129.06599,"Full match","No results","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines",42742948.84,29861322.22,38384670.71,27305887.34,29591531.63,37781317,24.8975197987467,25.1249949183259,-0.22747511957926,0.336351484812182,0.391460695201018,"stable",0.819065758867783
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","Com_839_pos","2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","C10 H11 N O2",159.06867,5.264,160.07593,"Invalid mass","No results","No results",NA,NA,NA,NA,14460115.17,13674259.76,13858315.8,28593064.92,25840138.08,47289251.07,24.9624271126118,23.7382612365335,1.22416587607832,0.0442308238467416,0.219503071527746,"up",1.56240933219108
"D-(+)-Camphor","Com_850_pos","D-(+)-Camphor","C10 H16 O",152.12036,6.017,153.12765,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids",44103534.81,67820766.4200001,54367155.16,58459534.52,58678824.76,259164816.8,26.5188554275809,25.701948903017,0.816906524563862,0.372181414572735,0.406180721759898,"stable",0.827839940267026
"Guanidineacetic acid","Com_869_pos","Guanidineacetic acid","C3 H7 N3 O2",117.05403,1.354,118.06131,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",42216181.94,43522329.87,32115804.1,70047635.21,52860503.85,31266627.31,25.5385467071695,25.214441769131,0.324104938038481,0.451430380122598,0.433013924010505,"stable",0.687881489300813
"Oxymatrine","Com_903_pos","Oxymatrine","C15 H24 N2 O2",264.18184,6.086,265.18912,"Invalid mass","No results","No results","Alkaloids and derivatives","Lupin alkaloids","Matrine alkaloids","Matrine alkaloids",2708183.109,3785089.575,3002247.426,4009147.769,2645234.887,4535229.031,21.794190848171,21.5794671057705,0.214723742400562,0.487470789036243,0.444290305899901,"stable",0.620829291601815
"3-hydroxyquinuclidine-3-carbonitrile hydrochloride","Com_910_pos","3-hydroxyquinuclidine-3-carbonitrile hydrochloride","C8 H12 N2 O",152.09296,1.261,153.10024,"Invalid mass","No results","No results",NA,NA,NA,NA,95824910.7000001,77403853.4599999,81530427.63,60274866.06,78782267.46,54643456.79,25.9266554084752,26.3335449047543,-0.406889496279042,0.106163909056439,0.267796953865157,"stable",1.27021745400666
"Epigallocatechin","Com_929_pos","Epigallocatechin","C15 H14 O7",306.07619,4.61,307.08347,"No results","Invalid mass","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",166619219.6,206927756.5,216860550.7,147937261.2,143964396,61489882.7600001,26.7051309239629,27.5429079712677,-0.837777047304787,0.174371919733977,0.31561386762347,"stable",1.18929700670244
"2'-Deoxycytidine","Com_948_pos","2'-Deoxycytidine","C9 H13 N3 O4",227.09081,1.916,228.09806,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",1268069.025,1204779.41,1174232.016,2719022.47,1385751.438,1462383.333,20.7522612731748,20.2126085011442,0.539652772030614,0.22485032458709,0.339101751086265,"stable",1.1140373686959
"Arachidonoyl amide","Com_964_pos","Arachidonoyl amide","C20 H33 N O",303.25422,9.941,304.26149,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides",162739414.1,110899288,93203684.5099999,55381663.9200001,144549021.2,162117480.3,26.7007843598063,26.8255156585396,-0.124731298733312,0.834425744683858,0.558680359409121,"stable",0.193988176745144
"(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","Com_981_pos","(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","C11 H22 N2 O2",214.1686,5.442,215.17587,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Cyclohexylamines","Cyclohexylamines",1011810.465,2889555.724,957340.872500001,794962.3938,907806.934800001,428524.791399999,19.3671907392403,20.4265323585885,-1.05934161934815,0.173048972512823,0.314871176646189,"stable",1.11324573650422
"2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","Com_989_pos","2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","C15 H9 Cl N2 O2 S",316.00878,1.298,317.01603,"Full match","No results","No results",NA,NA,NA,NA,578666.172,499804.2814,529722.1117,479099.404,470522.6121,14334281.54,20.4956120948577,19.0294172409292,1.46619485392853,0.465387393043809,0.437080733295726,"stable",0.697238041850441
"3-hydroxy-2-octylpentanedioic acid","Com_1006_pos","3-hydroxy-2-octylpentanedioic acid","C13 H24 O5",242.15215,6.718,243.15969,"Invalid mass","No results","No results",NA,NA,NA,NA,1118354.487,889800.3401,995512.5031,815153.119399999,1071812.025,1182791.765,19.9473655689786,19.9270493860662,0.0203161829123886,0.919744093924219,0.582528004550803,"stable",0.0927878408529368
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,209049049.4,199542177.4,208254155.4,131049359.1,147265122.3,235028846.4,27.3025460672133,27.6150515884817,-0.312505521268452,0.348599436397579,0.396707626062218,"stable",0.884044595182177
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",139581738.8,160539470.2,156989863,255031449.2,244337548.3,166326962.7,27.6999490281497,27.1803279779092,0.519621050240506,0.106631736921001,0.268187176839213,"stable",1.33912980629559
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,16584342.13,14543673.77,8688627.13000001,7804593.68900001,20664281.06,12111868.97,23.5754820328789,23.6093012213102,-0.0338191884312948,0.949266298741104,0.590190679814205,"stable",0.0582149700754993
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",122340448.1,136855948.4,145606588.6,124102170.7,102123578.1,51496531.0700001,26.3702219253919,27.0039698410108,-0.633747915618976,0.238708010590892,0.344239143119351,"stable",1.0744006605975
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",2878470.407,16624313.21,1568759.008,980761.923600001,922494.684600001,655266.4123,19.6801488585057,22.0082848890027,-2.32813603049692,0.146341214612247,0.298002655470412,"stable",1.27564951735182
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,2133710.88,4528148.519,3597702.608,969327.305700001,324907.726,1675940.042,19.6242779989737,21.6380225415634,-2.01374454258968,0.0838300420555405,0.248227887688457,"stable",1.35946484649617
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1602925.005,1439039.818,597865.3256,893850.6285,2458054.409,808075.1608,20.2076298727513,20.0861371982765,0.121492674474787,0.867475933128008,0.568234628246214,"stable",0.151485563552308
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",44165248.85,38367515.97,44422225.49,23496556.84,13118624.16,9135801.054,23.7513863052636,25.3315228893956,-1.58013658413204,0.0538683095848151,0.227062563202731,"stable",1.52187240571053
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",15613252.49,71873531.64,16617060.11,19451304.28,15238060.49,18726430.96,24.0777040470814,24.6604622793678,-0.582758232286388,0.504167854267818,0.450385749290132,"stable",0.634828068688821
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,37243308.38,36467689.23,38025091.04,31652102.59,35408290.54,27369300.68,24.899812365911,25.1503472388326,-0.250534872921591,0.141879703608898,0.29478497629645,"stable",1.28905139487664
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,6811266.545,6669768.63800001,7099502.25399999,18586746.04,13258323.88,23324019.87,24.0944930240522,22.709327798951,1.38516522510123,0.0267507953304587,0.20270816896828,"up",1.61549439002261
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",74267347.1499999,57223256.09,62080345.23,43641118.68,54648526.4199999,34766174.78,25.3780150037291,25.9346520701121,-0.556637066383029,0.0780833066623409,0.24312816402697,"stable",1.34333114784951
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",37852641.44,38784356.22,43778955.25,45324627.9,58656086.7299999,11615714.36,24.9030479582065,25.2555321171779,-0.352484158971471,0.675278199119435,0.506046974088944,"stable",0.402163697327384
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,14430198.04,13100917.83,18241096.16,18663485.49,4790353.037,10089355.92,23.2039154670049,23.848813802744,-0.644898335739096,0.37398376892229,0.406872893725633,"stable",0.825010930397923
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,10049545.9,8564380.62000001,9026421.008,7582599.80399999,10183520.7,20994828.59,23.485841637679,23.1320890331924,0.35375260448664,0.503869835047337,0.450279076268078,"stable",0.635050192348996
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",67678197.4000001,4687809.079,35489531.33,3239867.738,12692251.86,48926605.1499999,23.5896880180034,24.4178534591133,-0.828165441109942,0.636152689044009,0.491205751764366,"stable",0.423062895442068
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,27333997.07,16444989.14,25352517.16,10374083.45,17725366.91,1501823.926,22.6346923166527,24.4236544946741,-1.78896217802138,0.236825585026553,0.343567842298139,"stable",1.07469443594429
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",95824910.7000001,77403853.4599999,81530427.63,60274866.06,78782267.46,54643456.79,25.9266554084752,26.3335449047543,-0.406889496279042,0.106163909056439,0.267796953865157,"stable",1.27021745400666
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",7591735.011,11908736.66,6904958.47700001,2238359.491,6009778.879,8735533.123,22.2237850429828,23.0269055168647,-0.803120473881876,0.304722919573732,0.376740463348927,"stable",0.913933952922624
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,5462080.31300001,8885013.98399999,5379686.02000001,4582147.15,13316609.54,8976430.418,22.9640087535365,22.6076840853066,0.356324668229952,0.533206441788639,0.460429363683837,"stable",0.565076657760179
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,12344433.23,14580112.88,7745718.548,6805315.64799999,14662507.47,6657658.722,23.0568142145759,23.4132744887674,-0.356460274191509,0.488501208557934,0.444673611763465,"stable",0.613140955833144
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,5640190.645,4704049.845,4494384.61,4546893.731,4148506.443,3265490.782,21.9131596188765,22.230825524306,-0.317665905429468,0.150123492396319,0.300631805599432,"stable",1.15173236189059
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1896513.395,12135571.24,1905805.165,1350565.895,1283251.722,814541.4682,20.0973779964118,21.7498753402751,-1.65249734386336,0.199461786389329,0.328357319949228,"stable",1.14076533242568
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",170702292.2,164934808.2,166788002.4,175276644.6,167454971.5,143779357,27.2678459380015,27.3192227078609,-0.0513767698593952,0.614187289673285,0.485198207604903,"stable",0.480606338510656
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,664590.3675,2188592.691,685997.1944,439767.1326,735500.6725,994146.7038,19.3859488767311,19.9305070210938,-0.5445581443627,0.46590080587036,0.437227096048131,"stable",0.649984947567163
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",4318564.705,4808474.268,5374400.407,37740687.94,23913725.89,17276756.51,24.5744273453773,22.1989802073706,2.37544713800666,0.0133427833734183,0.169693755040284,"up",1.64263970287304
"GNH","Com_1483_pos","GNH","C12 H18 N6 O5",163.06688,5.016,164.07416,"Invalid mass","No results","No match",NA,NA,NA,NA,2143596.613,9651879.426,1357338.625,1663533.8,1904001.186,1311765.049,20.6165002019645,21.5354432426164,-0.918943040651925,0.395227565632669,0.414717045667398,"stable",0.798367586740264
"Noroxycodone-d3","Com_1495_pos","Noroxycodone-d3","C17 H16 [2]H3 N O4",304.15013,5.261,305.15741,"Full match","No results","No results",NA,NA,NA,NA,15516804.54,22314977.38,23372101.28,22133124,25377835.4,31416320.63,24.6339267785526,24.2590404230083,0.37488635554438,0.193879363194367,0.325725524202418,"stable",1.05767193684282
"4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","Com_1544_pos","4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","C16 H14 Cl N5 O2",343.0842,2.054,344.09148,"Full match","No results","No results",NA,NA,NA,NA,4391582.637,4754893.457,6199234.14,13256447.44,14113514.01,18144040.83,23.8412524084915,22.2703165562472,1.57093585224431,0.00158286640433946,0.0972638744515369,"up",1.65336418642845
"5-OxoETE","Com_1549_pos","5-OxoETE","C20 H30 O3",318.21754,8.119,319.22482,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",12511770.17,13051413.55,15501177.68,14013724.16,20725066.01,20426517.39,24.1097167823426,23.7001199347268,0.409596847615834,0.14360435665917,0.296044185686304,"stable",1.19988891320117
"PC O-32:2","Com_1571_pos","PC O-32:2","C40 H78 N O7 P",715.55175,10.402,716.5589,"No results","Full match","No results",NA,NA,NA,NA,57075005.18,91808870.3399999,84081579.24,101916583.4,60429417.88,66823319.73,26.1484698692703,26.1812574648395,-0.0327875955691397,0.921563058707071,0.583008402777011,"stable",0.0894619042459028
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","Com_1597_pos","5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","C13 H13 N O3",231.08758,5.613,232.09485,"Invalid mass","No results","No results",NA,NA,NA,NA,21129200.9,24581332.07,21790832.71,11773010.84,47217621.07,857428.9078,22.8971531804724,24.4203375416336,-1.52318436116115,0.463837138688639,0.436637422158395,"stable",0.699564084000717
"4-(Diethylamino)benzaldehyde","Com_1611_pos","4-(Diethylamino)benzaldehyde","C11 H15 N O",177.11557,6.481,178.12287,"Full match","No results","No results",NA,NA,NA,NA,6805732.017,7726886.18,6537607.20100001,7074367.995,6703431.20500001,20842727.84,23.2478929719088,22.7400352992205,0.507857672688278,0.441731404197083,0.430084141970532,"stable",0.729222298908589
"SM 8:0;2O/26:0","Com_1627_pos","SM 8:0;2O/26:0","C39 H81 N2 O6 P",704.58393,8.862,705.59121,"No results","Full match","No results",NA,NA,NA,NA,125132669.1,125718351.6,129537055.4,181536536.5,180971053.6,2273899.122,25.3278684113928,26.9177642947353,-1.58989588334249,0.52900420850659,0.459017621334648,"stable",0.603407152930831
"L-Alanyl-L-proline","Com_1628_pos","L-Alanyl-L-proline","C8 H14 N2 O3",186.10083,1.408,187.10811,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",845061.211000001,811956.2162,869959.916200001,841111.635500001,861345.217999999,19391625.16,21.2023667311471,19.68344271063,1.51892402051719,0.418677824016985,0.422753467206434,"stable",0.770228929063425
"N-acetyl-D-glucosamine","Com_1662_pos","N-acetyl-D-glucosamine","C8 H15 N O6",221.09023,1.476,222.09745,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",966670.840299999,1298129.822,1670396.223,1915009.025,1268888.648,1596572.801,20.5835335694454,20.2874757871184,0.296057782326997,0.36242655648987,0.402357923986068,"stable",0.786373366896012
"D-(+)-Maltose","Com_1673_pos","D-(+)-Maltose","C12 H22 O11",364.09863,1.395,365.1059,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds",24439419.02,30677259.07,827371.149899999,16823735.74,20005244.03,42224395.59,24.529814362026,23.0238493440912,1.50596501793482,0.468336350692936,0.437918366867453,"stable",0.680467111977747
"PC O-30:0","Com_1675_pos","PC O-30:0","C38 H78 N O7 P",691.55216,10.295,692.55944,"No results","Full match","No results",NA,NA,NA,NA,90325282.3299999,82355726.87,77876596.02,45448872.8599999,61722462.4500001,112949913.8,26.0227137977124,26.3128928843189,-0.290179086606511,0.531840022727584,0.459971813042886,"stable",0.594514331939666
"2-morpholino-1-phenyl-1-ethanol","Com_1687_pos","2-morpholino-1-phenyl-1-ethanol","C12 H17 N O2",189.11896,6.911,190.12624,"Invalid mass","No results","No results",NA,NA,NA,NA,379939.0684,2263879.376,351095.4193,643392.8949,1249785.561,893686.5892,19.7726663583662,19.3557592838654,0.416907074500738,0.688412309063444,0.510861358056017,"stable",0.377345783601033
"tetranor-12(R)-HETE","Com_1693_pos","tetranor-12(R)-HETE","C16 H26 O3",283.21506,7.145,306.20432,"Invalid mass","No results","No results",NA,NA,NA,NA,15187093.16,18241208.82,14681346.76,9966533.62700001,11723693.69,20156290.68,23.6654370217602,23.9281738029624,-0.262736781202221,0.487930037560962,0.444461260108931,"stable",0.644964324913655
"Nitrosonornicotine","Com_1695_pos","Nitrosonornicotine","C9 H11 N3 O",177.0923,6.234,178.09958,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines",14357768.38,14119015.63,13292126.22,17678041.67,12140838.24,17353021.24,23.8858344518301,23.7301776426527,0.155656809177419,0.472071740010157,0.438968876623775,"stable",0.679248796278843
"Nicotinic acid","Com_1723_pos","Nicotinic acid","C6 H5 N O2",123.02996,1.238,124.03726,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",48932752.4,39111143.59,42532519.22,34589229.51,44158545.95,31780008.11,25.1205416769402,25.3691454855401,-0.248603808599832,0.229252305536435,0.340783930395539,"stable",1.00575895640445
"PC O-32:0","Com_1725_pos","PC O-32:0","C40 H82 N O7 P",719.57656,11.277,720.58383,"No results","Invalid mass","No results",NA,NA,NA,NA,123603712,69175493.1800001,127872566.1,51478762.09,79244237.21,110783453.9,26.1934812986158,26.6183453524136,-0.424864053797851,0.3799409006547,0.409130207355441,"stable",0.75627146165016
"Theobromine","Com_1728_pos","Theobromine","C7 H8 N4 O2",180.06368,1.512,181.07105,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",93621055.5100001,95015753.3499999,156008396.1,73701655.3800001,67799890.4400001,37746722.11,25.7732737752353,26.733013840219,-0.959740064983691,0.0719929353157993,0.239335664061003,"stable",1.32793623331605
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,770051.895199999,791945.234200001,773678.8806,863108.5974,1305565.765,1367282.192,20.1394352892409,19.5703375523864,0.569097736854509,0.113857324514233,0.273935734643891,"stable",1.37140850655902
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,7481823.132,5924086.992,7249027.989,4874332.705,7599989.135,16033840.04,23.0029852910716,22.707491984904,0.295493306167632,0.61807203039131,0.486280802220975,"stable",0.473504032964935
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,20202654.08,30350274.57,43999214.86,9909940.82400001,30607338.13,42371935.1,24.4814749796669,24.8380740590401,-0.356599079373172,0.65166646142253,0.497149328818026,"stable",0.414387491752957
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,4791950.041,3423799.259,3597693.062,12678595.75,438576.708799999,1636536.248,20.9935251426878,21.8926629335526,-0.899137790864863,0.590105496928723,0.478284653091315,"stable",0.515613875055597
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,22539802.8,15940146.88,16341270.92,10610898.52,13042023.3,5598203.74399999,23.130746807152,24.1047166668828,-0.973969859730857,0.101532721178065,0.263806275555955,"stable",1.31879585740316
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",308843457.6,323073038.9,343298255.9,305840796.2,304596824.9,233166676.7,28.0557725534861,28.2748243115094,-0.219051758023316,0.227086645217901,0.339962412059781,"stable",1.06753268851864
"N,N-Dimethyldecylamine N-oxide","Com_1838_pos","N,N-Dimethyldecylamine N-oxide","C12 H27 N O",201.20948,6.449,202.21676,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",2911411.295,3763578.831,4095649.836,2958125.681,7797499.41199999,2463236.462,21.8743185746614,21.7608739788605,0.113444595800939,0.84967232612936,0.563139904538948,"stable",0.17958054048064
"2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","Com_1840_pos","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O",168.12653,5.557,169.13382,"Full match","No results","No results",NA,NA,NA,NA,12097141.15,11107943.47,17293791.51,11458996.81,10934193.84,15902108.95,23.5850119021055,23.6590006927472,-0.0739887906417493,0.78969897635464,0.54505648253802,"stable",0.241423368302825
"WMH","Com_1884_pos","WMH","C22 H28 N6 O4 S",450.21102,5.775,473.20032,"Invalid mass","No results","No results",NA,NA,NA,NA,11349223.61,1077127.58,2993519.087,3599098.069,5621016.593,18030213.15,22.7685055807913,21.6627530062888,1.10575257450256,0.415539605778127,0.421713311283742,"stable",0.713309067877098
"1-Phenyl-3-methyl-5-pyrazolone","Com_1915_pos","1-Phenyl-3-methyl-5-pyrazolone","C10 H10 N2 O",174.07956,5.261,175.08684,"Full match","No results","No results",NA,NA,NA,NA,765712.780500001,1057418.372,1133747.951,2588192.881,1749978.078,6455464.87700001,21.5548362284599,19.8904090639983,1.66442716446161,0.0852455607193322,0.24942846600366,"stable",1.3979569575646
