"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_2w_1","OCI_M2_2w_2","OCI_M2_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"D-Alanyl-D-alanine","Com_813_pos","D-Alanyl-D-alanine","C6 H12 N2 O3",160.08507,1.496,161.09233,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",14635651.18,7404929.13,8769071.52999999,9913535.503,2435137.783,8011563.89599999,22.4633975554433,23.2290102552017,-0.765612699758357,0.22226569713377,0.485107510934354,"stable",0.911318379045057
"PS 16:0_16:1","Com_814_pos","PS 16:0_16:1","C38 H72 N O10 P",733.49002,10.191,734.49733,"No results","Full match","No results",NA,NA,NA,NA,8872402.05900001,6599687.64500001,10761302.29,6597321.105,7493817.50199999,6868142.716,22.7340689651468,23.0314029897867,-0.29733402463993,0.35424816884147,0.515444839592127,"stable",1.0851495947492
"Benzamidine","Com_822_pos","Benzamidine","C7 H8 N2",120.0692,4.926,279.10156,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",41236885.32,21723129.46,33245273.42,34770871.36,39513856.13,20882201.38,24.8676672221041,24.8856021860257,-0.0179349639215935,0.972277359786529,0.696491960428138,"stable",0.0433721036062739
"Normorphine","Com_824_pos","Normorphine","C16 H17 N O3",271.12456,5.725,272.13183,"Invalid mass","No results","No results","Alkaloids and derivatives","Morphinans","Not available","Morphinans",23472657.37,19461697.4,29581472.22,32111538.45,26385777.09,23348759.29,24.6888960470585,24.5056008572201,0.183295189838358,0.557069899514377,0.568000474005015,"stable",0.726881985515749
"2-Linoleoyl glycerol","Com_829_pos","2-Linoleoyl glycerol","C21 H38 O4",314.28231,10.402,337.27153,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",933514.4481,850819.5237,520219.078900001,746914.2974,1068215.713,1230769.973,19.922828163466,19.5065220748337,0.416306088632322,0.455667085060881,0.530606739420635,"stable",0.990891167074785
"Dihydrothymine","Com_830_pos","Dihydrothymine","C5 H8 N2 O2",128.05872,1.419,129.06599,"Full match","No results","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines",101798361.4,69670653.38,66373594.2599999,66251986.4399999,64593898.2999999,80635762.6199999,26.0637571409492,26.2130976403257,-0.149340499376482,0.624598242777516,0.595829002746877,"stable",0.608470506765291
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","Com_839_pos","2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","C10 H11 N O2",159.06867,5.264,160.07593,"Invalid mass","No results","No results",NA,NA,NA,NA,35938359.02,35173996.25,35313115.34,36422985.75,40876000.47,36230182.13,25.1712617613644,25.0802426281303,0.0910191332340986,0.28576630863978,0.502587713976773,"stable",1.17257933820484
"D-(+)-Camphor","Com_850_pos","D-(+)-Camphor","C10 H16 O",152.12036,6.017,153.12765,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids",40715451.31,84644148.7799999,32960066.57,42730654.5,45762081.95,70907974.08,25.6252873246418,25.5293986283084,0.0958886963333754,0.882958488003371,0.67574493025807,"stable",0.191295540459491
"Guanidineacetic acid","Com_869_pos","Guanidineacetic acid","C3 H7 N3 O2",117.05403,1.354,118.06131,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",2420953.31,986336.695100001,1047170.206,999930.117399999,930171.7086,1115007.148,19.94907560326,20.3723096775368,-0.423234074276795,0.428045408768412,0.52510907035289,"stable",0.842876483060283
"Oxymatrine","Com_903_pos","Oxymatrine","C15 H24 N2 O2",264.18184,6.086,265.18912,"Invalid mass","No results","No results","Alkaloids and derivatives","Lupin alkaloids","Matrine alkaloids","Matrine alkaloids",17994537.9,2778086.305,5710193.864,9713531.13499999,9055743.18100001,3936421.007,22.7434730433501,22.6506080010352,0.0928650423149442,0.919428707404308,0.684549578269598,"stable",0.0985838285321328
"3-hydroxyquinuclidine-3-carbonitrile hydrochloride","Com_910_pos","3-hydroxyquinuclidine-3-carbonitrile hydrochloride","C8 H12 N2 O",152.09296,1.261,153.10024,"Invalid mass","No results","No results",NA,NA,NA,NA,59803016.0200001,45108273.15,63492224.65,57620995.69,54457275.8599999,62145855.76,25.7892891953591,25.7268934077565,0.0623957876025791,0.612217426167869,0.590998469168512,"stable",0.358104632593774
"Epigallocatechin","Com_929_pos","Epigallocatechin","C15 H14 O7",306.07619,4.61,307.08347,"No results","Invalid mass","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",206023490,257664216.8,237353757.7,274033280.5,317633485,212786523.3,27.9791317277734,27.7938714003796,0.185260327393877,0.399295301006429,0.521728094327216,"stable",0.817271386866347
"2'-Deoxycytidine","Com_948_pos","2'-Deoxycytidine","C9 H13 N3 O4",227.09081,1.916,228.09806,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",5142104.08500001,4878912.446,5217742.104,6464126.297,6298850.505,5431996.421,22.5279107313627,22.275683251009,0.252227480353643,0.12300387040994,0.433608386818881,"stable",1.57661215191922
"Arachidonoyl amide","Com_964_pos","Arachidonoyl amide","C20 H33 N O",303.25422,9.941,304.26149,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides",38178909.94,80809813.17,29805130.44,62445004.74,51533317.5,89814028.04,25.9785074761359,25.4277856966846,0.550721779451276,0.487010652352401,0.540967069135101,"stable",0.923144265364876
"(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","Com_981_pos","(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","C11 H22 N2 O2",214.1686,5.442,215.17587,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Cyclohexylamines","Cyclohexylamines",569984.4597,500283.011,536085.3008,488899.3962,437148.2681,557078.862,18.908154435041,19.0283503491708,-0.120195914129752,0.305895086459757,0.506891529976313,"stable",0.877325597925261
"2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","Com_989_pos","2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","C15 H9 Cl N2 O2 S",316.00878,1.298,317.01603,"Full match","No results","No results",NA,NA,NA,NA,374298.4136,345886.1596,355291.9203,326700.1434,312933.7025,449892.6958,18.450775499585,18.4508041746783,-2.8675093300734e-05,0.999881395105603,0.702377207452938,"stable",0.000160862705876318
"3-hydroxy-2-octylpentanedioic acid","Com_1006_pos","3-hydroxy-2-octylpentanedioic acid","C13 H24 O5",242.15215,6.718,243.15969,"Invalid mass","No results","No results",NA,NA,NA,NA,1038451.675,881176.266400001,1142423.054,844186.102999999,172593.0282,1099695.507,19.050962966761,19.9529131101214,-0.901950143360391,0.341278056497647,0.513362139651378,"stable",0.893332176111935
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,130991436.7,119557250.8,153560607.7,66988982.0299999,60586732.0099999,57959244.52,25.8794848338027,26.997418860488,-1.11793402668533,0.0161749721494957,0.285946533643726,"down",1.84738092757223
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",71020743.33,50203069.66,53052264.99,39082217.56,16650175.69,70720956.4499999,25.0948925029362,25.7746401264583,-0.679747623522033,0.366113085580289,0.517234226245615,"stable",0.903220390574776
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,3668738.717,5791538.597,3351141.289,6355350.021,5488861.965,6015225.38100001,22.5026010481157,21.9828630176406,0.519738030475146,0.224251240336291,0.485740487270565,"stable",1.35778360724228
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",81605220.1900001,74773564.72,69137861.29,66620805.37,88913782.82,85576272.9000001,26.2486935691057,26.1603852414384,0.0883083276672423,0.689592737383153,0.619424967837435,"stable",0.541522624381233
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",18454930.6,12011455.42,11894930.55,5796613.637,15657216.12,20752828.48,23.557969309391,23.7197513751395,-0.161782065748451,0.851949616552397,0.667862755691228,"stable",0.254373630714152
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,9441117.813,2492435.623,6066177.40999999,6147745.386,2880933.244,3807291.655,21.9566881486267,22.3173357745077,-0.360647625880972,0.333475383546033,0.512039955767153,"stable",0.506263623424597
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",2376654.231,3678341.377,1514394.131,1674414.324,1902933.773,2108347.39,20.847566739073,21.1738112796002,-0.326244540527231,0.520239846733367,0.5511447401412,"stable",0.742785579060769
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",78902631.9900001,27512187.08,48934444.8700001,50267632.67,34371079.82,47069281.54,25.3687002497323,25.4971615275813,-0.128461277848935,0.694180568211828,0.620986883798292,"stable",0.255582621251462
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",27068308.66,15786080.36,26941193.36,28168347.85,22149225.54,29951750.97,24.6614871802865,24.428520497437,0.232966682849497,0.216731638206302,0.483291288169262,"stable",0.704075686558772
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,24170102.68,24270489.75,13922281.09,12697227.9,18482640.08,25911114.07,24.1215818148158,24.2634374745344,-0.141855659718654,0.817879509950201,0.658748496406244,"stable",0.330941778678187
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,2434304.985,34724097.78,38290141.75,44882994.76,36547391.3,35828352.29,25.2125096877004,23.8183273459606,1.3941823417398,0.425913846691754,0.52487265114395,"stable",0.890252721267514
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",43364870.41,48536474.53,44672596.98,41197385.83,36695593.28,43156906.11,25.2627470173692,25.438492079501,-0.175745062131799,0.26331184440077,0.497117739255953,"stable",1.36011144829644
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",39287293.56,31112109.28,27968019.71,46216991.6,20161716.36,25355181.46,24.7742708019466,24.9519356976081,-0.17766489566149,0.549526496306577,0.56465203147159,"stable",0.425075212893474
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,23566229.62,16192217.73,25350427.71,27523593.46,21899893.91,20051932.13,24.4519413230923,24.3448405449294,0.107100778162941,0.688369882953602,0.619006474657986,"stable",0.408207172071775
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,12098968.81,10966742.49,10524181.35,7946425.111,6580120.233,12810047.28,23.0607765080748,23.4140723856799,-0.353295877605134,0.385411142401876,0.519932594854504,"stable",0.978436627225688
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",17379792.96,18209878.07,2976370.353,8626266.752,3093363.266,4056105.288,22.1842378015016,23.2247493698949,-1.04051156839327,0.353098855465546,0.51526580334442,"stable",0.895776587171143
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,3158815.23,5009984.774,5168110.82,8291605.811,15173549.54,3585147.56,22.8706254825569,22.0495108281108,0.821114654446138,0.348988116663283,0.514616838516614,"stable",1.01464736282446
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",59803016.0200001,45108273.15,63492224.65,57620995.69,55438704.43,62145855.76,25.7978787711282,25.7268934077565,0.0709853633716513,0.595389302456391,0.584244574390477,"stable",0.410580678712568
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",10484257.01,8934968.89199999,6004576.179,5530544.04000001,3467290.078,5063673.73,22.1320400342306,22.9767945181058,-0.844754483875239,0.121966704964059,0.432733645915893,"stable",1.51424946492333
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,4626847.744,9397853.52199999,4136184.459,5985664.274,6695297.987,6773494.056,22.6264218555929,22.428455713502,0.197966142090841,0.635241187313905,0.599891197919373,"stable",0.482609784300112
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,4941841.379,8256819.499,3205557.001,5011591.358,8930890.329,8451949.485,22.7860208806173,22.2753052140997,0.510715666517608,0.369697221714129,0.517754494232978,"stable",0.894577177146607
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,2930747.987,3069294.59,3230815.204,3076492.527,2825228.773,3381530.663,21.5573454421758,21.5519266602159,0.00541878195992851,0.938799673682018,0.689034453919096,"stable",0.0601102345520239
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1876089.515,1987825.262,1954007.127,2000019.219,1842898.499,1450925.855,20.7378899941583,20.88668701556,-0.148797021401638,0.430618842685494,0.525391659680205,"stable",0.881985901984875
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",242497087.6,206525191.3,248793724.5,195958459.3,184736016.6,237469097.7,27.6100090271022,27.7885031871709,-0.178494160068745,0.125202295929416,0.435425850307526,"stable",1.02723672984727
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,742961.301599999,1000164.468,1045738.961,415421.2552,926833.8024,1044985.514,19.493739385682,19.8102749023235,-0.316535516641551,0.351849100814589,0.515069935816764,"stable",0.633033371606357
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",2446239.086,3778425.233,2575750.138,2963775.053,3650466.128,3766983.466,21.7145440184835,21.4560162827498,0.258527735733608,0.273493734669843,0.499694459942408,"stable",0.939932941435073
"GNH","Com_1483_pos","GNH","C12 H18 N6 O5",163.06688,5.016,164.07416,"Invalid mass","No results","No match",NA,NA,NA,NA,1296202.029,1846885.28,1370903.696,1346343.591,1306625.186,2588335.773,20.6605408275882,20.5030725961439,0.157468231444302,0.73911226348941,0.635632330235371,"stable",0.405435396066952
"Noroxycodone-d3","Com_1495_pos","Noroxycodone-d3","C17 H16 [2]H3 N O4",304.15013,5.261,305.15741,"Full match","No results","No results",NA,NA,NA,NA,31991550.12,33074315.2,43540065.82,34308421.14,28516944.23,33329200.7,24.9292196144012,25.0954119218771,-0.166192307475864,0.363584052102886,0.51686158671339,"stable",0.857029370955374
"4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","Com_1544_pos","4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","C16 H14 Cl N5 O2",343.0842,2.054,344.09148,"Full match","No results","No results",NA,NA,NA,NA,7263604.88899999,7342986.71,6951092.62300001,8016454.414,10525855.04,7204017.305,23.0141123904902,22.7763327312204,0.23777965926983,0.238860573389522,0.490167760279015,"stable",1.10706816274661
"5-OxoETE","Com_1549_pos","5-OxoETE","C20 H30 O3",318.21754,8.119,319.22482,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",12985652.77,31750699.72,15686299.32,26927699.22,8901624.432,16312950.56,23.9092464157948,24.1512339838942,-0.241987568099436,0.801893251845368,0.65429726736421,"stable",0.370275686815174
"PC O-32:2","Com_1571_pos","PC O-32:2","C40 H78 N O7 P",715.55175,10.402,716.5589,"No results","Full match","No results",NA,NA,NA,NA,55205564.81,22767748.22,177910225.4,31817012.97,37861117.35,2149823.415,23.7110984827571,25.8551242775498,-2.14402579479263,0.425322430898855,0.524806673154549,"stable",1.05654209170866
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","Com_1597_pos","5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","C13 H13 N O3",231.08758,5.613,232.09485,"Invalid mass","No results","No results",NA,NA,NA,NA,2182718.501,7119205.92500001,2445584.049,1080881.427,4931056.402,2339935.979,21.1450932627708,21.6809090566031,-0.535815793832235,0.190014327563502,0.473284641139758,"stable",0.578672855161601
"4-(Diethylamino)benzaldehyde","Com_1611_pos","4-(Diethylamino)benzaldehyde","C11 H15 N O",177.11557,6.481,178.12287,"Full match","No results","No results",NA,NA,NA,NA,6701758.69100001,4710656.057,5943863.956,5036575.39900001,5745472.138,7385211.587,22.5114045089777,22.4488581811375,0.0625463278401419,0.816889005289323,0.658476033102335,"stable",0.265808551344488
"SM 8:0;2O/26:0","Com_1627_pos","SM 8:0;2O/26:0","C39 H81 N2 O6 P",704.58393,8.862,705.59121,"No results","Full match","No results",NA,NA,NA,NA,155598962.4,142021580.4,231220513.4,87043503.0200001,84372362.38,72704445.4,26.2736802285972,27.3598287598974,-1.08614853130024,0.0655107929921263,0.361663608860777,"stable",1.74109417872147
"L-Alanyl-L-proline","Com_1628_pos","L-Alanyl-L-proline","C8 H14 N2 O3",186.10083,1.408,187.10811,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",831784.772500001,754986.916600001,784891.6636,5256587.993,709555.5143,782584.3476,20.4467126660276,19.5913589591419,0.85535370688563,0.443322520381349,0.526742771570295,"stable",0.782274963731711
"N-acetyl-D-glucosamine","Com_1662_pos","N-acetyl-D-glucosamine","C8 H15 N O6",221.09023,1.476,222.09745,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",2433072.712,1683637.703,2862419.368,1468528.223,1123576.007,3115281.099,20.7188455898809,21.1154339734658,-0.396588383584898,0.270212165210367,0.49888233117831,"stable",0.702949919904007
"D-(+)-Maltose","Com_1673_pos","D-(+)-Maltose","C12 H22 O11",364.09863,1.395,365.1059,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds",24411703.09,16095950.11,41126543.93,18189287.2,15499149.19,47473556.79,24.5009640552099,24.5916101733096,-0.0906461180996239,0.669761679258904,0.612522758697094,"stable",0.133919862394768
"PC O-30:0","Com_1675_pos","PC O-30:0","C38 H78 N O7 P",691.55216,10.295,692.55944,"No results","Full match","No results",NA,NA,NA,NA,38515894.14,43997190.8,52205714.71,41990257.61,47345873.94,35195567.95,25.2963923676884,25.409187687306,-0.112795319617586,0.66989834742756,0.612571182760545,"stable",0.572163446378451
"2-morpholino-1-phenyl-1-ethanol","Com_1687_pos","2-morpholino-1-phenyl-1-ethanol","C12 H17 N O2",189.11896,6.911,190.12624,"Invalid mass","No results","No results",NA,NA,NA,NA,378035.7193,750454.2939,339567.6507,525930.5153,579008.664599999,637041.5558,19.1429220179077,18.8063024042496,0.336619613658147,0.465709504980238,0.534033506354733,"stable",0.78807724009972
"tetranor-12(R)-HETE","Com_1693_pos","tetranor-12(R)-HETE","C16 H26 O3",283.21506,7.145,306.20432,"Invalid mass","No results","No results",NA,NA,NA,NA,15554572.69,13724683.39,15932079,13156030.56,8915882.53999999,13218256.03,23.4643985392935,23.8421787206344,-0.377780181340849,0.0910633677577591,0.400237493578641,"stable",1.29945741050471
"Nitrosonornicotine","Com_1695_pos","Nitrosonornicotine","C9 H11 N3 O",177.0923,6.234,178.09958,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines",13152398.94,12599737.91,12767638.86,11522897.68,12097003.68,14954736.26,23.6067485894006,23.6139004771391,-0.0071518877384058,0.959137305642395,0.693607924823692,"stable",0.0578162460482273
"Nicotinic acid","Com_1723_pos","Nicotinic acid","C6 H5 N O2",123.02996,1.238,124.03726,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",34989167.58,36267599.69,34816016.33,15373764.09,16682116.05,35952878.52,24.3217900035611,25.0752769130894,-0.753486909528288,0.200561503590375,0.477502317868702,"stable",1.31241463387514
"PC O-32:0","Com_1725_pos","PC O-32:0","C40 H82 N O7 P",719.57656,11.277,720.58383,"No results","Invalid mass","No results",NA,NA,NA,NA,50707285.39,39889665.53,47856888.6,17392926.55,21988532.96,15582129.39,24.1118781492214,25.4524748882624,-1.34059673904101,0.0309876790387361,0.290271012085616,"down",1.82645282357204
"Theobromine","Com_1728_pos","Theobromine","C7 H8 N4 O2",180.06368,1.512,181.07105,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",62281320.6300001,54051215.69,58248181.85,50622483.93,44746851.03,56502695.02,25.5867913774766,25.7919432045661,-0.20515182708948,0.126865585948789,0.436768772260793,"stable",1.26650325379237
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,2253916.73,2147342.519,5956631.313,1971431.919,1663731.748,2705746.36,20.9814663474382,21.5480629740147,-0.566596626576501,0.190288640006324,0.473399263516997,"stable",0.902497794228779
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,9095706.90300001,8337754.22599999,7947038.13100001,5803083.386,5666320.8,10590410.35,22.7462080786199,23.0099891956106,-0.263781116990735,0.519076970941409,0.550622492927327,"stable",0.759706578464447
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,25566785.16,10888971.02,36122725.52,10475691.94,22391766.26,10337554.89,23.6794662848784,24.3635117120755,-0.684045427197095,0.516178840265682,0.54978573256203,"stable",0.899409261587778
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,2929860.998,6049432.244,4112825.474,4100779.29,8330534.896,2751028.194,22.116327954558,21.9941558429867,0.122172111571256,0.761158434397781,0.642412048052134,"stable",0.206318713761269
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,9847439.34499999,10717730.79,9248472.222,6970584.476,6619067.23699999,8618140.86099999,22.8099966475078,23.2418656583896,-0.431869010881787,0.131784332611263,0.440586480332402,"stable",1.61418986704712
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",106710900,100649070.3,93565101.51,94278132.84,71824174.56,115323022.5,26.4564971119293,26.5777860337636,-0.121288921834271,0.649815815955389,0.60532336051034,"stable",0.53549364568835
