"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","MV4_11_6w_1","MV4_11_6w_2","MV4_11_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","Com_486_pos","7-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-2H-chromen-2-one","C19 H22 O3",320.14265,8.13,343.1319,"Invalid mass","No results","No results",NA,NA,NA,NA,2703275.052,529735.611,181238339.7,4818009.43800001,5977984.177,2307920.786,2054395.623,5278198.323,264250957.5,22.8547709839921,22.6048342628515,0.249936721140688,0.93312874042837,0.728953173893562,"stable",0.0926006159792595
"SPB 16:1;2O","Com_487_pos","SPB 16:1;2O","C16 H33 N O2",271.25135,6.942,272.25862,"No results","Full match","No results",NA,NA,NA,NA,15525726.27,27283987.89,23889499.7,21587291.53,38240959.6,23352117.66,35242442.02,34125608.44,68305529.1399999,25.0250008951589,24.3665273059838,0.658473589175102,0.108027175319707,0.274484932196921,"stable",1.19108163269012
"3-hydroxy-3-methylpentanedioic acid","Com_526_pos","3-hydroxy-3-methylpentanedioic acid","C6 H10 O5",184.03511,5.137,185.04238,"Invalid mass","No results","No results",NA,NA,NA,NA,76171132.4000001,64951094.1899999,79216575.29,95797424.8999999,76337418.45,90098938.95,108252616.6,80293568.3999999,47360286.8,26.2616932694534,26.1249634993542,0.13672977009913,0.497754396669154,0.589253803541938,"stable",0.439919392977868
"1-(4-bromophenyl)-2-phenylethan-1-one","Com_550_pos","1-(4-bromophenyl)-2-phenylethan-1-one","C14 H11 Br O",223.11891,5.805,224.12619,"Invalid mass","No results","No results",NA,NA,NA,NA,82330777.3900001,72315876.71,52390323.88,82835821.6400001,84659555.5700001,97172773.9399999,100936972.9,75172453.5400001,32541749.99,26.1468897645476,26.0151782142719,0.131711550275753,0.687708007823949,0.664661866725481,"stable",0.285637321784854
"o-Veratraldehyde","Com_590_pos","o-Veratraldehyde","C9 H10 O3",166.06329,5.079,184.09711,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes","Dimethoxybenzenes",134254650.5,145443043.6,132421646.8,87878220.7,83999959.2800001,74371727.57,122212328,115482011.1,77763862.6899999,26.4536070982477,27.032279870935,-0.578672772687344,0.00417408484697389,0.0580848740914027,"down",1.70416920920156
"(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid","Com_598_pos","(5E)-7-methylidene-10-oxo-4-(propan-2-yl)undec-5-enoic acid","C15 H24 O3",269.19939,6.827,292.18861,"Invalid mass","No results","No results",NA,NA,NA,NA,52487548.59,38985110.99,46938678.78,60522521.15,62660997.4799999,61664472.8500001,76533548.7800001,59765691.77,29697811.01,25.7460376315346,25.4487218956287,0.297315735905933,0.235822624969535,0.407389709998434,"stable",0.793063103499218
"3-methyl-5-oxo-5-(4-toluidino)pentanoic acid","Com_600_pos","3-methyl-5-oxo-5-(4-toluidino)pentanoic acid","C13 H17 N O3",257.10316,1.543,258.11044,"Invalid mass","No match","No match",NA,NA,NA,NA,85716550.5500001,77287604.94,64625095.61,61082358.48,55556585.32,43419451.86,25319285.34,45779028.55,37784703.94,25.3627935078198,26.1674651184414,-0.804671610621529,0.0080052623111086,0.0827387192076395,"down",1.62634759399777
"ethyl 2-{[3-cyano-4-(2-furyl)-6-(2-thienyl)-2-pyridinyl]oxy}acetate","Com_613_pos","ethyl 2-{[3-cyano-4-(2-furyl)-6-(2-thienyl)-2-pyridinyl]oxy}acetate","C18 H14 N2 O4 S",742.19333,3.521,372.10394,"Invalid mass","No results","No results",NA,NA,NA,NA,245092389.2,265214530.1,265882659.9,162098915,205014808.5,220694133.7,311628518.2,248008446.4,129509503.2,27.6084123128224,27.9458498239252,-0.337437511102792,0.126552374038061,0.292388045759805,"stable",0.947947123636962
"N1-(2-oxopropyl)-2-phenylacetamide","Com_636_pos","N1-(2-oxopropyl)-2-phenylacetamide","C11 H13 N O2",191.09491,5.614,192.10219,"Full match","No results","No results",NA,NA,NA,NA,44649457.66,50215431.78,16733721.97,27749547.84,60553307.07,51890555.75,21906566.63,40139202.83,20611376.26,25.0244896976764,24.9966739344697,0.0278157632066467,0.963913171690741,0.735318387344195,"stable",0.045591742109523
"methyl 3-(6-methylpyridin-2-yl)-2,2-diphenylpropanoate","Com_641_pos","methyl 3-(6-methylpyridin-2-yl)-2,2-diphenylpropanoate","C22 H21 N O2",314.1307,5.475,332.16455,"Invalid mass","No results","No results",NA,NA,NA,NA,5053705.184,4218268.666,62142668.2800001,10171876.81,7684560.83799999,3191483.468,3303904.202,4641237.188,79542962.8200001,22.9674098456171,23.3887368272288,-0.421326981611674,0.786947801690893,0.694010572607866,"stable",0.264555893963337
"Creatine phosphate","Com_655_pos","Creatine phosphate","C4 H10 N3 O5 P",211.03605,1.4,212.04333,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",129171784.4,113336701.4,103174247.6,147986438,36619023.42,119383918.9,259734356.8,70211148.38,69720843,26.528459678772,26.773754427981,-0.24529474920902,0.577802617510504,0.624808125267223,"stable",0.340992314692966
"1,2-dihydroxyheptadec-16-yn-4-yl acetate","Com_672_pos","1,2-dihydroxyheptadec-16-yn-4-yl acetate","C19 H34 O4",343.27268,7.12,344.27995,"Invalid mass","Invalid mass","No results",NA,NA,NA,NA,6163964.721,8513941.40400001,5755703.975,11864367.17,9133115.13599999,9054147.84699999,9022973.573,13769187.25,7272937.04099999,23.2245288490891,22.6777946225289,0.546734226560201,0.0614072324598907,0.217080932287897,"stable",1.49041431336942
"PC 17:1_17:1","Com_699_pos","PC 17:1_17:1","C42 H80 N O8 P",757.56322,8.566,758.5705,"No results","Full match","No results",NA,NA,NA,NA,423004000.9,539597479.3,560218680.2,343386560.1,553988494.6,945838650.900001,793986823.099999,402719638.1,493867768.8,29.0411413246958,28.9082730950378,0.132868229657969,0.628275473496538,0.644225896342955,"stable",0.31790252937085
"Palmitoylcarnitine","Com_702_pos","Palmitoylcarnitine","C23 H45 N O4",399.33539,8.379,400.34266,"Full match","Not the top hit","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",1731724.77,2912307.207,4757952.082,13012718.37,2922387.001,6776771.72,10249754.69,14323567.28,10979929.12,23.0422734247122,21.4598062175155,1.5824672071967,0.0357900724692304,0.169595273637818,"up",1.59077049785964
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","Com_719_pos","3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08077,5.923,243.08807,"Full match","No results","No results",NA,NA,NA,NA,53083296.35,46280968.25,34578833.67,66339029.9200001,55965696.1700001,53109938.18,59787762.8999999,63362237.4599999,37849969.95,25.7180213706676,25.3896854033341,0.328335967333533,0.20975235167692,0.382690645199396,"stable",1.12297135188469
"PE O-16:1_22:5","Com_726_pos","PE O-16:1_22:5","C43 H76 N O7 P",749.53606,10.855,750.54338,"No results","Full match","No results",NA,NA,NA,NA,55400145.33,73747987.63,59254479.86,77144569.85,107037245.8,182469512.9,108854954.3,73616906.56,68026186.9699999,26.528105273349,25.8933025558942,0.634802717454775,0.0388895969712203,0.175314694509449,"up",1.30847471858557
"Phosphoethanolamine","Com_742_pos","Phosphoethanolamine","C2 H8 N O4 P",141.01934,1.338,142.02664,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphoethanolamines",132233093.9,125963467.3,98562301.33,163728787.7,122876541.7,113903539.6,26163690.67,86834844.0200001,52031691.1,26.2613875168005,26.8138235946296,-0.55243607782905,0.234004410436173,0.405752605816872,"stable",0.742762747989247
"2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid","Com_803_pos","2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid","C8 H15 N O2 S",189.08277,5.553,190.09004,"Full match","No results","No results",NA,NA,NA,NA,1225878.285,2003062.057,5753231.232,5554290.509,2051442.854,1524519.069,1888108.111,1982765.756,2658167.37,21.1704824638713,21.205033675201,-0.0345512113296884,0.964601246457199,0.735457244739694,"stable",0.0495867951100124
"D-Alanyl-D-alanine","Com_813_pos","D-Alanyl-D-alanine","C6 H12 N2 O3",160.08507,1.496,161.09233,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",7481399.41199999,18822489.14,93577642.2500001,23047436.64,27744176.33,1590757.888,4713054.133,6672595.00100001,27965909.42,23.2267134481787,24.4934971195558,-1.26678367137709,0.378063267871516,0.521445904254713,"stable",0.803289867804912
"PS 16:0_16:1","Com_814_pos","PS 16:0_16:1","C38 H72 N O10 P",733.49002,10.191,734.49733,"No results","Full match","No results",NA,NA,NA,NA,8573287.03100001,8682825.565,7541152.524,68994133.28,114945744.1,189900988.8,223421071.2,150561875.3,125834812.7,27.0208245803513,22.9758345944401,4.04498998591124,6.34187435869617e-06,0.000872598991763426,"up",2.15483677789196
"Benzamidine","Com_822_pos","Benzamidine","C7 H8 N2",120.0692,4.926,279.10156,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",46733885.34,58378312.5500001,90637506.6600001,55417314.94,49213042.8999999,30023211.11,105626593.5,26613999.58,117238556.2,25.7068162576644,25.9034998871268,-0.196683629462481,0.681835158494999,0.662747608249221,"stable",0.289848750429391
"Normorphine","Com_824_pos","Normorphine","C16 H17 N O3",271.12456,5.725,272.13183,"Invalid mass","No results","No results","Alkaloids and derivatives","Morphinans","Not available","Morphinans",6031683.46599999,5583179.702,52885706.99,11870599.8,8281313.46199999,5377114.88699999,7970213.807,9202229.08500001,96247310.22,23.5701167270234,23.5310531279441,0.0390635990793697,0.976355880972063,0.737807092257953,"stable",0.028899033330991
"2-Linoleoyl glycerol","Com_829_pos","2-Linoleoyl glycerol","C21 H38 O4",314.28231,10.402,337.27153,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",5385516.93099999,5123774.474,7685459.755,12818087.85,5674456.611,8219919.20900001,3534869.176,19676721.13,40069478.51,23.3762722689582,22.5077096931943,0.868562575763843,0.163387395623377,0.333136889697587,"stable",0.872617295228887
"Dihydrothymine","Com_830_pos","Dihydrothymine","C5 H8 N2 O2",128.05872,1.419,129.06599,"Full match","No results","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines",33254720.66,31104601.04,26776868.11,44887120.62,32567903.6,33129261.31,37781317,30457597.57,24373260.79,24.9881021416398,24.8507214586766,0.137380682963233,0.397797283496431,0.5341261758027,"stable",0.591926072225726
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","Com_839_pos","2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","C10 H11 N O2",159.06867,5.264,160.07593,"Invalid mass","No results","No results",NA,NA,NA,NA,32262802.76,31598120.14,28663263.94,37636132.07,34364794.74,36647325.47,47289251.07,35223947,39240344.96,25.1863573675863,24.8764677999701,0.309889567616242,0.00916222284367004,0.0879530132081396,"up",1.6494690534917
"D-(+)-Camphor","Com_850_pos","D-(+)-Camphor","C10 H16 O",152.12036,6.017,153.12765,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids",71448475.0999999,50733597.3,62687718.62,64307551.55,49507279.75,44156540.65,259164816.8,51130008.49,44974015.07,25.9792159838127,25.8628391665871,0.116376817225593,0.794120261520662,0.695933913517449,"stable",0.163008365443178
"Guanidineacetic acid","Com_869_pos","Guanidineacetic acid","C3 H7 N3 O2",117.05403,1.354,118.06131,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1629339.096,1568099.594,1410021.615,1473390.845,1553475.309,1337713.903,31266627.31,1583060.454,1739484.781,21.2719581030517,20.5479090217406,0.724049081311168,0.366003294527155,0.513351090156287,"stable",0.551002540275595
"Oxymatrine","Com_903_pos","Oxymatrine","C15 H24 N2 O2",264.18184,6.086,265.18912,"Invalid mass","No results","No results","Alkaloids and derivatives","Lupin alkaloids","Matrine alkaloids","Matrine alkaloids",4113240.532,30410585.98,11984265.68,3777826.123,14294503.74,42831557.31,4535229.031,18163599.44,10315268.21,23.4159702725562,23.448184155188,-0.0322138826317726,0.975705288634779,0.737678125396737,"stable",0.0283002438668384
"3-hydroxyquinuclidine-3-carbonitrile hydrochloride","Com_910_pos","3-hydroxyquinuclidine-3-carbonitrile hydrochloride","C8 H12 N2 O",152.09296,1.261,153.10024,"Invalid mass","No results","No results",NA,NA,NA,NA,46321530.31,48314206.54,41653920.87,54051241.42,54228807.69,59853848.6,54643456.79,56728173.7,39392501.32,25.6513077338824,25.4343575597984,0.216950174084047,0.0848687800728125,0.24770118929706,"stable",1.15559221515486
"Epigallocatechin","Com_929_pos","Epigallocatechin","C15 H14 O7",306.07619,4.61,307.08347,"No results","Invalid mass","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",101004325.4,127002067.6,71015743.63,140045124.9,98387324.85,110909486,61489882.7600001,129296247.8,72494279.52,26.5449013140761,26.5305847123558,0.0143166017202994,0.965129148781609,0.735563679697198,"stable",0.037153636144448
"2'-Deoxycytidine","Com_948_pos","2'-Deoxycytidine","C9 H13 N3 O4",227.09081,1.916,228.09806,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",78404490,69247172.82,66968562.98,20152074.59,21287250,12655714.14,1462383.333,6818114.12599999,9959313.75399999,23.1049405319001,26.0888884833697,-2.98394795146967,0.00353473399713927,0.0543588380845319,"down",1.76477247825862
"Arachidonoyl amide","Com_964_pos","Arachidonoyl amide","C20 H33 N O",303.25422,9.941,304.26149,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides",46681256.3,45071060.0700001,97715486.6299999,65742147.07,50148870.83,55460034.18,162117480.3,113643637,166357829.9,26.4361824839209,25.8147073305671,0.621475153353757,0.254165464900663,0.423251130596834,"stable",0.90815851617428
"(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","Com_981_pos","(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","C11 H22 N2 O2",214.1686,5.442,215.17587,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Cyclohexylamines","Cyclohexylamines",488538.5902,427876.0572,1739114.181,429608.7932,546614.819299999,457378.1559,428524.791399999,637173.9935,38988542.38,19.9637918119386,19.44495588409,0.518835927848606,0.687263900403587,0.66451786950686,"stable",0.269281661959388
"2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","Com_989_pos","2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","C15 H9 Cl N2 O2 S",316.00878,1.298,317.01603,"Full match","No results","No results",NA,NA,NA,NA,30103699.3,25767946.94,26636549.61,27362912.46,22145160.91,17258992.6,14334281.54,27121935.39,21471890.76,24.3281534138519,24.7098051950733,-0.381651781221397,0.0557110959014225,0.20758982680011,"stable",1.19998985050317
"3-hydroxy-2-octylpentanedioic acid","Com_1006_pos","3-hydroxy-2-octylpentanedioic acid","C13 H24 O5",242.15215,6.718,243.15969,"Invalid mass","No results","No results",NA,NA,NA,NA,843420.4712,823816.2942,745044.807600001,1017085.929,1242202.362,640246.4418,1182791.765,9505617.85,1138618.697,20.4936189400662,19.6149411054701,0.878677834596029,0.175322285678596,0.34556565141656,"stable",0.836102700790872
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,81779407.8099999,98891757.15,82035363.1100001,151681802.7,208162402.3,390247078.1,235028846.4,135726836.3,123229994.5,27.508431868678,26.3781079437466,1.13032392493136,0.00542045045918355,0.067603468084056,"up",1.66369286994808
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",143352487.2,148203713.1,151607471.8,78641143.3699999,91063746.2199999,78363281.84,166326962.7,72395849.09,50382561.8300001,26.3163500878735,27.1379212211479,-0.821571133274404,0.0158985290335419,0.116297675866292,"down",1.49853125595402
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,5825762.14200001,8878232.26199999,16500226.2,14855707.02,9139982.41600001,11226634.82,12111868.97,14829752.63,29168636.4,23.7530866788237,23.1772796186307,0.575807060192972,0.324016299046187,0.48289880903358,"stable",0.968855446959204
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",34387063.8,50518518.41,26604100.81,78770273.53,65965602.3,62141855.7899999,51496531.0700001,68377214.7000001,47800212.3,25.8751530767509,25.0969389661266,0.778214110624287,0.0843604771423997,0.247151399492552,"stable",1.72125293881355
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",723667.8889,680666.4774,62338646.9799999,1500931.925,802703.5486,713510.774299999,655266.4123,714283.8045,11934590.29,20.3088360335034,21.578393423867,-1.26955739036359,0.622245971927241,0.642012612001837,"stable",0.596632146613358
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,1747435.392,4601037.621,8808708.00100001,3215087.211,3652497.612,3976420.498,1675940.042,822408.834,21029469.45,21.6653102825874,21.9802781689903,-0.314967886402883,0.747843009991899,0.683081124219264,"stable",0.25325405218222
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1528921.282,2184292.131,4209324.593,3163502.131,1751997.945,3352090.148,808075.1608,7659860.97799999,8800852.79499999,21.5954198236073,21.2026581400004,0.392761683606878,0.583152792104974,0.626966283116156,"stable",0.392352078566685
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",8133828.57299999,7110048.067,23618208.82,8122393.38399999,7691217.76499999,3101037.638,9135801.054,10375376.78,25742447.76,23.0733299647213,23.4034424191849,-0.330112454463588,0.65045169941525,0.652136053807343,"stable",0.396617507328551
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",34196490.97,26195858.3,29809495.31,27072608.01,25046764.31,22328312.02,18726430.96,21830999,19252094.21,24.4029636322044,24.8331496557511,-0.4301860235467,0.0324204989974295,0.162674619585372,"down",1.65863277875989
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,29305008.21,20938762.29,24403522.43,25806244.23,21960149.2,17882485.06,27369300.68,18479777.87,9390790.16999999,24.1849932862295,24.5549676009361,-0.369974314706639,0.209320364000954,0.382258005065344,"stable",0.829474752731844
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,10824231.32,8837635.066,8951225.33699999,10603880.93,13968405.61,11753472.49,23324019.87,11161365.43,12875255.49,23.6776263035362,23.1788813082423,0.498744995293972,0.0376338958542791,0.173066029577811,"up",1.31198419922931
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",30744701.17,32266212.4,26400340.1,34132397.25,35917738.88,38208289.01,34766174.78,34968765.13,25317081.4,25.0024277005735,24.8238028425506,0.17862485802285,0.196358535913391,0.368891152703619,"stable",0.979381225493121
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",32667594.21,29011299.22,15755293.66,22019001.42,24343444.14,27231698.38,11615714.36,29865650.6,18633574.59,24.3468364635657,24.5536005849938,-0.206764121428144,0.620648492336193,0.641421593717557,"stable",0.466240940113156
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,12308494.64,15858868.38,22782182.09,22562948.33,23072201.56,11082120.77,10089355.92,15099569.96,20824959.22,23.9524967438675,23.9711133620163,-0.0186166181487906,0.958049641094452,0.734129153046268,"stable",0.0434917906194558
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,28651095.82,31994142.47,15394764.19,21261125.63,18478041,25506264.66,20994828.59,18892604.14,5410745.353,23.9912693746896,24.5264426264268,-0.535173251737156,0.296984423966243,0.461191817784902,"stable",0.788114331536876
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",17620226.51,3395495.939,37146656.09,23918752.65,4911953.119,39846452.51,48926605.1499999,59294240.2499999,7466483.779,24.3641590287613,23.6375496738137,0.72660935494758,0.578426853958971,0.625061216238827,"stable",0.528601472009121
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,2144944.827,4655124.979,7133093.46599999,39323910.66,17293548.52,34596193.58,1501823.926,49510848.03,29114163.59,24.1985812418809,21.9829980084808,2.21558323340016,0.0465995694260826,0.190072686616332,"up",1.2899735433949
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",46321530.31,48637564.7399999,41942017.77,54051241.42,54228807.69,59853848.6,54643456.79,56728173.7,39814374.05,25.6538691253781,25.4408800577421,0.21298906763592,0.0838992019596646,0.246648854097271,"stable",1.16298481505845
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",10174891.08,15476715.89,24407933.78,7094480.724,9500420.80100001,24799368.2,8735533.123,17531911.25,28024499,23.7272925315019,23.9009842943492,-0.173691762847358,0.741596929492685,0.681262670078602,"stable",0.25978011668184
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,8643987.29199999,9602417.10900001,20462847.25,17974349.42,16684792.36,16117643.89,8976430.418,19823223.27,35115567.44,24.072935034496,23.5082450860742,0.564689948421819,0.29757071390515,0.461681934278286,"stable",0.938832975182876
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,5839236.99200001,8857045.56299999,15253468.24,8309230.35600001,8722488.97600001,9094093.914,6657658.722,10478632.79,21827850.46,23.2543812844124,23.1394588400637,0.114922444348721,0.819658665374783,0.702590181164766,"stable",0.217467275337745
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,3508866.411,3186843.753,3819820.165,3036524.539,3081941.654,2901457.547,3265490.782,2687482.48,2272593.48,21.4450574396682,21.7371145788621,-0.292057139193862,0.0359792354188881,0.169961041577904,"down",1.48551379886705
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1277114.224,1334320.406,815640.4978,1578348.386,1331411.533,1284241.207,814541.4682,1600959.247,26358916.06,21.0208192737904,20.0899012414079,0.93091803238249,0.275655309808383,0.442733871105176,"stable",0.677915965888162
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",192773978.6,181100873.3,188258899.3,181163155.1,192320820.9,178637443.4,143779357,154618653.9,131559958.5,27.2731131652311,27.4808987231762,-0.207785557945062,0.0653575981537291,0.223111172019019,"stable",1.14657242429182
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,753342.344200001,496130.8767,7794823.77,792504.345399999,1062596.253,554036.684200001,994146.7038,968679.621,36420665.52,20.6036427749901,20.4457974311904,0.157845343799693,0.922864328834866,0.72676222186342,"stable",0.0844337663467397
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",1612715.003,1509417.874,1646894.419,3348466.222,3786244.502,5452575.565,17276756.51,3552448.341,6728042.29,22.3983963669869,20.5993125163662,1.7990838506207,0.00425042019371364,0.0584829053025886,"up",1.73892509764274
