"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_6w_1","MV4_11_6w_2","MV4_11_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PC 17:1_17:1","Com_699_pos","PC 17:1_17:1","C42 H80 N O8 P",757.56322,8.566,758.5705,"No results","Full match","No results",NA,NA,NA,NA,423004000.9,539597479.3,560218680.2,793986823.099999,402719638.1,493867768.8,29.0097633282294,28.9082730950378,0.101490233191559,0.827338292614133,0.479706163830554,"stable",0.292902678961592
"Palmitoylcarnitine","Com_702_pos","Palmitoylcarnitine","C23 H45 N O4",399.33539,8.379,400.34266,"Full match","Not the top hit","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",1731724.77,2912307.207,4757952.082,10249754.69,14323567.28,10979929.12,23.4831129852241,21.4598062175155,2.02330676770864,0.0397040770616175,0.223959337147835,"up",1.69408051768963
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","Com_719_pos","3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.08077,5.923,243.08807,"Full match","No results","No results",NA,NA,NA,NA,53083296.35,46280968.25,34578833.67,59787762.8999999,63362237.4599999,37849969.95,25.641418552861,25.3896854033341,0.25173314952691,0.13116727522131,0.246279940672369,"stable",0.721414586532943
"PE O-16:1_22:5","Com_726_pos","PE O-16:1_22:5","C43 H76 N O7 P",749.53606,10.855,750.54338,"No results","Full match","No results",NA,NA,NA,NA,55400145.33,73747987.63,59254479.86,108854954.3,73616906.56,68026186.9699999,26.2836508368054,25.8933025558942,0.390348280911173,0.320222168779246,0.327296074098406,"stable",1.15672913470391
"Phosphoethanolamine","Com_742_pos","Phosphoethanolamine","C2 H8 N O4 P",141.01934,1.338,142.02664,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Phosphoethanolamines",132233093.9,125963467.3,98562301.33,26163690.67,86834844.0200001,52031691.1,25.5485735729626,26.8138235946296,-1.26525002166702,0.147038656922729,0.250514549946784,"stable",1.43215307181139
"2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid","Com_803_pos","2-(tert-butyl)-1,3-thiazolane-4-carboxylic acid","C8 H15 N O2 S",189.08277,5.553,190.09004,"Full match","No results","No results",NA,NA,NA,NA,1225878.285,2003062.057,5753231.232,1888108.111,1982765.756,2658167.37,21.0365310919082,21.205033675201,-0.168502583292739,0.771356945299002,0.462251365480992,"stable",0.229026175391788
"D-Alanyl-D-alanine","Com_813_pos","D-Alanyl-D-alanine","C6 H12 N2 O3",160.08507,1.496,161.09233,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",7481399.41199999,18822489.14,93577642.2500001,4713054.133,6672595.00100001,27965909.42,23.191737747178,24.4934971195558,-1.3017593723778,0.0571854382846228,0.228374125125575,"stable",0.816984383193993
"PS 16:0_16:1","Com_814_pos","PS 16:0_16:1","C38 H72 N O10 P",733.49002,10.191,734.49733,"No results","Full match","No results",NA,NA,NA,NA,8573287.03100001,8682825.565,7541152.524,223421071.2,150561875.3,125834812.7,27.2693090465724,22.9758345944401,4.29347445213237,0.0022890991804167,0.134393207054369,"up",1.83865535110636
"Benzamidine","Com_822_pos","Benzamidine","C7 H8 N2",120.0692,4.926,279.10156,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Not available","Benzene and substituted derivatives",46733885.34,58378312.5500001,90637506.6600001,105626593.5,26613999.58,117238556.2,26.0416505771539,25.9034998871268,0.138150690027079,0.857155483036152,0.488548426481484,"stable",0.171074744564691
"Normorphine","Com_824_pos","Normorphine","C16 H17 N O3",271.12456,5.725,272.13183,"Invalid mass","No results","No results","Alkaloids and derivatives","Morphinans","Not available","Morphinans",6031683.46599999,5583179.702,52885706.99,7970213.807,9202229.08500001,96247310.22,24.193327274656,23.5310531279441,0.662274146711923,0.0399506478287056,0.224046764889009,"up",0.380414634936712
"2-Linoleoyl glycerol","Com_829_pos","2-Linoleoyl glycerol","C21 H38 O4",314.28231,10.402,337.27153,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives",5385516.93099999,5123774.474,7685459.755,3534869.176,19676721.13,40069478.51,23.7464040960953,22.5077096931943,1.23869440290101,0.31509199928539,0.325530749656392,"stable",0.93673098853318
"Dihydrothymine","Com_830_pos","Dihydrothymine","C5 H8 N2 O2",128.05872,1.419,129.06599,"Full match","No results","No results","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines",33254720.66,31104601.04,26776868.11,37781317,30457597.57,24373260.79,24.8567548035864,24.8507214586766,0.00603334490981666,0.954705496118295,0.515487363301268,"stable",0.0272922682834073
"2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","Com_839_pos","2-methyl-2,3,4,5-tetrahydro-1,5-benzoxazepin-4-one","C10 H11 N O2",159.06867,5.264,160.07593,"Invalid mass","No results","No results",NA,NA,NA,NA,32262802.76,31598120.14,28663263.94,47289251.07,35223947,39240344.96,25.2636321964144,24.8764677999701,0.387164396444312,0.0825032384452081,0.231556096723156,"stable",1.51929274994777
"D-(+)-Camphor","Com_850_pos","D-(+)-Camphor","C10 H16 O",152.12036,6.017,153.12765,"Full match","No results","No results","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Bicyclic monoterpenoids",71448475.0999999,50733597.3,62687718.62,259164816.8,51130008.49,44974015.07,26.3265166389412,25.8628391665871,0.463677472354064,0.581640739949546,0.394307751043891,"stable",0.500430476903996
"Guanidineacetic acid","Com_869_pos","Guanidineacetic acid","C3 H7 N3 O2",117.05403,1.354,118.06131,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids and derivatives",1629339.096,1568099.594,1410021.615,31266627.31,1583060.454,1739484.781,22.074211271937,20.5479090217406,1.52630225019645,0.381322527224609,0.34574833428958,"stable",0.879380954214132
"Oxymatrine","Com_903_pos","Oxymatrine","C15 H24 N2 O2",264.18184,6.086,265.18912,"Invalid mass","No results","No results","Alkaloids and derivatives","Lupin alkaloids","Matrine alkaloids","Matrine alkaloids",4113240.532,30410585.98,11984265.68,4535229.031,18163599.44,10315268.21,23.1751895890934,23.448184155188,-0.272994566094606,0.399245709330664,0.350396168398672,"stable",0.24642604557181
"3-hydroxyquinuclidine-3-carbonitrile hydrochloride","Com_910_pos","3-hydroxyquinuclidine-3-carbonitrile hydrochloride","C8 H12 N2 O",152.09296,1.261,153.10024,"Invalid mass","No results","No results",NA,NA,NA,NA,46321530.31,48314206.54,41653920.87,54643456.79,56728173.7,39392501.32,25.5641750637408,25.4343575597984,0.129817503942466,0.34250422830965,0.334545144232268,"stable",0.631678595097514
"Epigallocatechin","Com_929_pos","Epigallocatechin","C15 H14 O7",306.07619,4.61,307.08347,"No results","Invalid mass","No results","Phenylpropanoids and polyketides","Flavonoids","Flavans","Epigallocatechins",101004325.4,127002067.6,71015743.63,61489882.7600001,129296247.8,72494279.52,26.3104382365107,26.5305847123558,-0.220146475845088,0.468252111580658,0.367235057808238,"stable",0.483946161277598
"2'-Deoxycytidine","Com_948_pos","2'-Deoxycytidine","C9 H13 N3 O4",227.09081,1.916,228.09806,"No results","Full match","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides","Pyrimidine 2'-deoxyribonucleosides",78404490,69247172.82,66968562.98,1462383.333,6818114.12599999,9959313.75399999,22.1428154420993,26.0888884833697,-3.94607304127046,0.0498348087634005,0.226875597918405,"down",1.70058917859864
"Arachidonoyl amide","Com_964_pos","Arachidonoyl amide","C20 H33 N O",303.25422,9.941,304.26149,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides",46681256.3,45071060.0700001,97715486.6299999,162117480.3,113643637,166357829.9,27.1140402047712,25.8147073305671,1.29933287420405,0.0486055542530391,0.226583073563941,"up",1.5712146473845
"(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","Com_981_pos","(1R,2R)-trans-N-Boc-1,2-cyclohexanediamine","C11 H22 N2 O2",214.1686,5.442,215.17587,"No results","No results","Full match","Organic nitrogen compounds","Organonitrogen compounds","Cyclohexylamines","Cyclohexylamines",488538.5902,427876.0572,1739114.181,428524.791399999,637173.9935,38988542.38,21.0689646290648,19.44495588409,1.62400874497474,0.378675376812768,0.345035658601743,"stable",0.64674854790312
"2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","Com_989_pos","2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","C15 H9 Cl N2 O2 S",316.00878,1.298,317.01603,"Full match","No results","No results",NA,NA,NA,NA,30103699.3,25767946.94,26636549.61,14334281.54,27121935.39,21471890.76,24.2739563188643,24.7098051950733,-0.435848876209029,0.324261804248336,0.328659812793426,"stable",1.14410595148102
"3-hydroxy-2-octylpentanedioic acid","Com_1006_pos","3-hydroxy-2-octylpentanedioic acid","C13 H24 O5",242.15215,6.718,243.15969,"Invalid mass","No results","No results",NA,NA,NA,NA,843420.4712,823816.2942,745044.807600001,1182791.765,9505617.85,1138618.697,21.1576556366821,19.6149411054701,1.54271453121199,0.260662858058546,0.30434760996463,"stable",1.12163624897333
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,81779407.8099999,98891757.15,82035363.1100001,235028846.4,135726836.3,123229994.5,27.2337238574042,26.3781079437466,0.855615913657605,0.125658835015301,0.244600786243015,"stable",1.5093313395975
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",143352487.2,148203713.1,151607471.8,166326962.7,72395849.09,50382561.8300001,26.3350905359479,27.1379212211479,-0.802830685200007,0.271191325124054,0.308706173586165,"stable",1.14427063748408
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,5825762.14200001,8878232.26199999,16500226.2,12111868.97,14829752.63,29168636.4,24.0499413240034,23.1772796186307,0.872661705372632,0.0115514521560533,0.196345015457621,"up",1.11211535301251
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",34387063.8,50518518.41,26604100.81,51496531.0700001,68377214.7000001,47800212.3,25.7184993091214,25.0969389661266,0.621560342994798,0.0350702759440086,0.222103895913645,"up",1.30761476713965
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",723667.8889,680666.4774,62338646.9799999,655266.4123,714283.8045,11934590.29,20.7588352157987,21.578393423867,-0.819558208068301,0.406131569230256,0.352103546473031,"stable",0.292757410736243
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,1747435.392,4601037.621,8808708.00100001,1675940.042,822408.834,21029469.45,21.5506481529612,21.9802781689903,-0.429630016029098,0.732698376899115,0.44949791970003,"stable",0.250567403749756
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1528921.282,2184292.131,4209324.593,808075.1608,7659860.97799999,8800852.79499999,21.8540762117312,21.2026581400004,0.651418071730742,0.507816825501902,0.375567736508226,"stable",0.486607864996989
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",8133828.57299999,7110048.067,23618208.82,9135801.054,10375376.78,25742447.76,23.6824687004933,23.4034424191849,0.279026281308422,0.172148025934914,0.257622075658468,"stable",0.351151685411045
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",34196490.97,26195858.3,29809495.31,18726430.96,21830999,19252094.21,24.2456531654072,24.8331496557511,-0.587496490343899,0.0793986107185068,0.231271501479936,"stable",1.69250522745275
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,29305008.21,20938762.29,24403522.43,27369300.68,18479777.87,9390790.16999999,24.0027714804882,24.5549676009361,-0.552196120447856,0.313402524680671,0.324941014350975,"stable",0.934788471957939
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,10824231.32,8837635.066,8951225.33699999,23324019.87,11161365.43,12875255.49,23.8351403469555,23.1788813082423,0.656259038713209,0.105600372272726,0.23728336681191,"stable",1.28756839938792
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",30744701.17,32266212.4,26400340.1,34766174.78,34968765.13,25317081.4,24.9014507603462,24.8238028425506,0.0776479177955807,0.389760369001903,0.347974190693999,"stable",0.396800592410839
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",32667594.21,29011299.22,15755293.66,11615714.36,29865650.6,18633574.59,24.1509864954038,24.5536005849938,-0.40261408959001,0.538752694625117,0.381894001805336,"stable",0.678847604106304
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,12308494.64,15858868.38,22782182.09,10089355.92,15099569.96,20824959.22,23.8087150680372,23.9711133620163,-0.162398293979134,0.128075276970922,0.24535233943496,"stable",0.370653825227766
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,28651095.82,31994142.47,15394764.19,20994828.59,18892604.14,5410745.353,23.6207482758549,24.5264426264268,-0.905694350571913,0.102418475044501,0.235909801508561,"stable",0.996661724566335
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",17620226.51,3395495.939,37146656.09,48926605.1499999,59294240.2499999,7466483.779,24.7325006798511,23.6375496738137,1.09495100603745,0.617271307118815,0.407544656327244,"stable",0.675909997040879
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,2144944.827,4655124.979,7133093.46599999,1501823.926,49510848.03,29114163.59,23.6249144705798,21.9829980084808,1.64191646209905,0.289377392122073,0.3160747273789,"stable",0.825126128615489
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",46321530.31,48637564.7399999,41942017.77,54643456.79,56728173.7,39814374.05,25.5692978467321,25.4408800577421,0.128417788989982,0.334604519060628,0.332049859120568,"stable",0.641665335171883
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",10174891.08,15476715.89,24407933.78,8735533.123,17531911.25,28024499,23.9540431709481,23.9009842943492,0.0530588765989179,0.735272114342021,0.45036576132369,"stable",0.0805027481633464
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,8643987.29199999,9602417.10900001,20462847.25,8976430.418,19823223.27,35115567.44,24.1346686884287,23.5082450860742,0.62642360235445,0.16870061709204,0.25675037290936,"stable",0.763413675060581
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,5839236.99200001,8857045.56299999,15253468.24,6657658.722,10478632.79,21827850.46,23.4557324577992,23.1394588400637,0.316273617735465,0.0894779829981978,0.232125531412385,"stable",0.443924954241194
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,3508866.411,3186843.753,3819820.165,3265490.782,2687482.48,2272593.48,21.3708668440877,21.7371145788621,-0.36624773477438,0.202335589210853,0.276202950287303,"stable",1.36084582998039
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1277114.224,1334320.406,815640.4978,814541.4682,1600959.247,26358916.06,21.6326404948636,20.0899012414079,1.54273925345566,0.472213180835938,0.368107734827762,"stable",0.823899388449426
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",192773978.6,181100873.3,188258899.3,143779357,154618653.9,131559958.5,27.0915218918294,27.4808987231762,-0.389376831346848,0.0445817635753082,0.225519368432126,"down",1.73554819219197
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,753342.344200001,496130.8767,7794823.77,994146.7038,968679.621,36420665.52,21.6423377504626,20.4457974311904,1.19654031927224,0.15664432619764,0.253454326227353,"stable",0.500003301915768
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",1612715.003,1509417.874,1646894.419,17276756.51,3552448.341,6728042.29,22.828155547451,20.5993125163662,2.22884303108481,0.0732587366585043,0.230640154888594,"stable",1.59055310347806
"GNH","Com_1483_pos","GNH","C12 H18 N6 O5",163.06688,5.016,164.07416,"Invalid mass","No results","No match",NA,NA,NA,NA,1091354.77,3155778.387,23120732.63,1311765.049,4059932.382,37699092.36,22.4813762111027,22.0366456572706,0.444730553832166,0.079348388911419,0.231266720683573,"stable",0.212810959449775
"Noroxycodone-d3","Com_1495_pos","Noroxycodone-d3","C17 H16 [2]H3 N O4",304.15013,5.261,305.15741,"Full match","No results","No results",NA,NA,NA,NA,41953786.73,25419612.81,63387679.71,31416320.63,26368628.78,103147543.7,25.3924881103023,25.2798118470416,0.112676263260681,0.761633294703574,0.459099486405811,"stable",0.143199147975144
"4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","Com_1544_pos","4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","C16 H14 Cl N5 O2",343.0842,2.054,344.09148,"Full match","No results","No results",NA,NA,NA,NA,23908071.96,30821195.21,16172631.59,18144040.83,38758778.22,38656272.25,24.8417371329751,24.4451550144034,0.396582118571686,0.494724463216161,0.37287397182062,"stable",0.741223751530868
"5-OxoETE","Com_1549_pos","5-OxoETE","C20 H30 O3",318.21754,8.119,319.22482,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",19682434.97,12413622.34,15424322.56,20426517.39,14422393.05,8890894.163,23.7165480784409,23.891509997351,-0.174961918910114,0.632885993060213,0.413590175523583,"stable",0.397977483500306
"PC O-32:2","Com_1571_pos","PC O-32:2","C40 H78 N O7 P",715.55175,10.402,716.5589,"No results","Full match","No results",NA,NA,NA,NA,30217085.89,51257328.12,60231541.94,66823319.73,39715847.71,30183154.76,25.3614333503745,25.4347106659268,-0.0732773155522679,0.918747992346668,0.505894284478356,"stable",0.149920999126875
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","Com_1597_pos","5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","C13 H13 N O3",231.08758,5.613,232.09485,"Invalid mass","No results","No results",NA,NA,NA,NA,9333989.14199999,12710290.56,778795.131200001,857428.9078,9255953.21000001,1037073.309,20.9452313739235,22.1081467909477,-1.16291541702426,0.424365285806914,0.356806334559989,"stable",0.603985743853366
"4-(Diethylamino)benzaldehyde","Com_1611_pos","4-(Diethylamino)benzaldehyde","C11 H15 N O",177.11557,6.481,178.12287,"Full match","No results","No results",NA,NA,NA,NA,11609150.63,7754271.73099999,7282419.67600001,20842727.84,7822680.68300001,9851983.17899999,23.4814183832461,23.0504351338462,0.430983249399905,0.214472236359215,0.282816989385477,"stable",0.763574243483325
"SM 8:0;2O/26:0","Com_1627_pos","SM 8:0;2O/26:0","C39 H81 N2 O6 P",704.58393,8.862,705.59121,"No results","Full match","No results",NA,NA,NA,NA,180712871,121304570.1,93765016.33,2273899.122,2230882.09,1934008.122,21.029694026097,26.9219097016531,-5.89221567555608,0.00133432697105669,0.134393207054369,"down",1.84278584798659
"L-Alanyl-L-proline","Com_1628_pos","L-Alanyl-L-proline","C8 H14 N2 O3",186.10083,1.408,187.10811,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",767376.5498,721693.1831,665692.134300001,19391625.16,736093.105,641079.9188,20.9962012686777,19.4516989503354,1.54450231834224,0.425902441644658,0.35719694881816,"stable",0.801301960601123
"N-acetyl-D-glucosamine","Com_1662_pos","N-acetyl-D-glucosamine","C8 H15 N O6",221.09023,1.476,222.09745,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",12484896.79,6905123.936,5027617.832,1596572.801,5644288.313,7135298.711,21.9338165193065,22.8514533319366,-0.917636812630167,0.474379281106098,0.368580517917266,"stable",0.944814032701883
"D-(+)-Maltose","Com_1673_pos","D-(+)-Maltose","C12 H22 O11",364.09863,1.395,365.1059,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds",25021208.67,24853027.68,34013489.85,42224395.59,7852923.649,24111473.63,24.2531961225353,24.7210567092754,-0.467860586740155,0.571649793697161,0.391331362340136,"stable",0.565759155070158
"PC O-30:0","Com_1675_pos","PC O-30:0","C38 H78 N O7 P",691.55216,10.295,692.55944,"No results","Full match","No results",NA,NA,NA,NA,36616728.44,29571171.79,28603169.01,112949913.8,54460739.19,55034208.42,26.0545488252897,24.9044530995671,1.15009572572257,0.0403207777365288,0.224176121381972,"up",1.5621678887286
"2-morpholino-1-phenyl-1-ethanol","Com_1687_pos","2-morpholino-1-phenyl-1-ethanol","C12 H17 N O2",189.11896,6.911,190.12624,"Invalid mass","No results","No results",NA,NA,NA,NA,391238.1898,551790.5648,8039507.54899999,893686.5892,278038.017,24666355.76,20.8034577781871,20.1967082140064,0.60674956418065,0.530664510101275,0.380283215743639,"stable",0.234249601127858
"tetranor-12(R)-HETE","Com_1693_pos","tetranor-12(R)-HETE","C16 H26 O3",283.21506,7.145,306.20432,"Invalid mass","No results","No results",NA,NA,NA,NA,12728258.95,14750707.78,8117093.69000001,20156290.68,21095290.66,16528122.12,24.1911879814654,23.4561148120093,0.735073169456108,0.0399386707020172,0.224042541480104,"up",1.47116603202355
"Nitrosonornicotine","Com_1695_pos","Nitrosonornicotine","C9 H11 N3 O",177.0923,6.234,178.09958,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines",13569994.67,16341211.81,15679490.02,17353021.24,10622875.9,9638112.27999999,23.5298912552602,23.852767918598,-0.322876663337798,0.442100332815406,0.361196568882291,"stable",0.937710001417454
"Nicotinic acid","Com_1723_pos","Nicotinic acid","C6 H5 N O2",123.02996,1.238,124.03726,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",26376107.34,29492232.67,25528019.77,31780008.11,30535810.65,22445465.95,24.7351785589709,24.6907127769315,0.0444657820393708,0.767027846091717,0.460852655037003,"stable",0.239277638923348
"PC O-32:0","Com_1725_pos","PC O-32:0","C40 H82 N O7 P",719.57656,11.277,720.58383,"No results","Invalid mass","No results",NA,NA,NA,NA,24544341.36,21751221.79,19607648.04,110783453.9,59494170.83,51016175.95,26.051287864863,24.3827977931822,1.66849007168072,0.0223567628088127,0.213485989355298,"up",1.70388236707622
"Theobromine","Com_1728_pos","Theobromine","C7 H8 N4 O2",180.06368,1.512,181.07105,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",80197801.11,70583855.6599999,65121623.1799999,37746722.11,66671838.15,51063323.67,25.5887354359312,26.095509191048,-0.506773755116747,0.233652122112827,0.292399171512625,"stable",1.31091774735157
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,7737085.207,10500955.5,8513175.53999999,1367282.192,9171580.29399999,11957919.75,22.3410272011371,23.0762139836355,-0.735186782498459,0.501718952737756,0.374291212820532,"stable",0.642250283300163
