"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_6w_1","OCI_M2_6w_2","OCI_M2_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"2-Aminoadipic acid","Com_1377_neg","2-Aminoadipic acid","C6 H11 N O4",161.06881,3.917,160.06153,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids",8984939.328,8330787.905,8390065.867,11632782.61,7090275.72199999,8449708.14,23.079857760368,23.0297831849968,0.050074575371216,0.802604327953426,0.668491537847527,"stable",0.204715850995226
"4-Hydroxy-L-Glutamic Acid","Com_1384_neg","4-Hydroxy-L-Glutamic Acid","C5 H9 N O5",163.04805,1.47,162.0408,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",10795017.66,11953370.91,12334014.36,8005584.06,6914317.166,9305915.77299999,22.9344824269814,23.4769718500052,-0.542489423023721,0.0483650644809776,0.309065245834167,"down",1.55854424282933
"1,3-Dimethyluracil","Com_1406_neg","1,3-Dimethyluracil","C6 H8 N2 O2",140.05853,3.604,139.05125,"No results","No results","Full match","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Pyrimidones",45334240.47,42749654.76,47991161.43,37955511.31,50844674.15,49316276.4,25.4443199721786,25.4332575346373,0.0110624375413302,0.94682125520509,0.704041670250248,"stable",0.0678006919681538
"L-Ascorbate","Com_1429_neg","L-Ascorbate","C6 H8 O6",176.03206,3.659,175.02478,"No results","No results","Full match","Organoheterocyclic compounds","Dihydrofurans","Furanones","Butenolides",21734375.62,24145268.14,23401011.19,19714493.22,24865957.46,29160729.62,24.5326484726422,24.4595933335261,0.0730551391160468,0.638295680667305,0.615930398341218,"stable",0.36654679088014
"5-Methyluridine","Com_1458_neg","5-Methyluridine","C10 H14 N2 O6",258.08525,2.641,257.07798,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",5694735.853,6759656.042,5140046.795,4438475.741,4294213.867,2750815.977,21.8356745647865,22.4743553216738,-0.638680756887304,0.0552972979813078,0.309065245834167,"stable",1.37284359446308
"N-Methylglutamic acid","Com_1490_neg","N-Methylglutamic acid","C6 H11 N O4",161.06874,1.458,160.06146,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",27189475.34,18308851.47,26496367.56,27832571.76,16148507.2,15997842.54,24.2021807922492,24.4939580630497,-0.291777270800523,0.326954206035283,0.456451412050042,"stable",0.720190677084474
"LPI 20:3","Com_1497_neg","LPI 20:3","C29 H51 O12 P",622.31245,10.083,621.30518,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",8311997.60199999,10753112.38,7242987.006,3192001.303,6963886.549,4977488.571,22.1948258838431,23.0443893739252,-0.849563490082101,0.0860422134367794,0.320400054818979,"stable",1.32170970678664
"D-Ribulose 1,5-bisphosphate","Com_1499_neg","D-Ribulose 1,5-bisphosphate","C5 H12 O11 P2",309.98523,2.019,308.97776,"No results","Full match","Full match",NA,NA,NA,NA,17088264.98,9033878.58100001,18144203.05,11528644.16,6176785.558,7245162.106,22.9352436234738,23.7488073451062,-0.813563721632445,0.08607637348577,0.320418659001621,"stable",1.21387037243339
"N-Carbamoyl-L-aspartate","Com_1515_neg","N-Carbamoyl-L-aspartate","C5 H8 N2 O5",176.04536,1.859,175.03809,"No results","Invalid mass","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Aspartic acid and derivatives",44131735.36,39928189.23,37252665.28,37475212.67,37739304.99,34934827.23,25.1290535059666,25.2656859219127,-0.136632415946128,0.110878691014942,0.334680904703788,"stable",1.13844882961426
"4-Methylphenol","Com_1520_neg","4-Methylphenol","C7 H8 O",108.05757,5.58,107.0503,"Full match","No results","Full match","Benzenoids","Phenols","Cresols","Para cresols",16681669.12,13491508.69,16770198.96,16291783.69,11559111.17,14883650.44,23.7491311456123,23.8922350441551,-0.143103898542773,0.126644062235863,0.342355282576848,"stable",0.64262839309456
"Lysope 18:1","Com_1532_neg","Lysope 18:1","C23 H46 N O7 P",479.30142,8.959,478.29415,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",4263739.356,9573133.31000001,5043891.609,4344736.208,8219009.822,10242907.43,22.7698307551934,22.4934511430066,0.276379612186837,0.542254236298127,0.576700600694108,"stable",0.453235444699253
"LNAPE 16:1/N-18:1","Com_1568_neg","LNAPE 16:1/N-18:1","C39 H74 N O8 P",715.51609,9.728,714.50881,"No results","Full match","No results",NA,NA,NA,NA,37088195.52,49226669.15,37301532.11,109455632.5,43860703.09,42591809.97,25.812089754052,25.283375027713,0.528714726338965,0.42105813652297,0.514066154286327,"stable",0.859864107559904
"N-Acetyl-D-galactosamine 4-sulfate","Com_1599_neg","N-Acetyl-D-galactosamine 4-sulfate","C8 H15 N O9 S",255.04105,1.373,300.03928,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",79431939.6099999,45167941.25,52651148.01,25851015.12,32287682.1,36352242.91,24.8945797271556,25.7739911234851,-0.879411396329516,0.140819179690801,0.351091072849466,"stable",1.46800703613399
"PC 16:0_20:5","Com_1618_neg","PC 16:0_20:5","C44 H78 N O8 P",825.55234,10.426,824.54506,"No results","Invalid mass","No results",NA,NA,NA,NA,18749735.36,25904557.14,10161481.35,23557060.81,10264621.07,17275401.02,23.9410163699957,24.0212256267572,-0.0802092567614352,0.911749836738792,0.696116833208194,"stable",0.132125955050792
"PC 16:0_20:4","Com_1626_neg","PC 16:0_20:4","C44 H80 N O8 P",827.56871,11.781,826.56154,"No results","Invalid mass","No results",NA,NA,NA,NA,27024557.15,33837730.37,19311607.17,29404665.77,14862432.38,18853931.82,24.2676902489885,24.6342873361938,-0.366597087205239,0.468067570633728,0.54044176493772,"stable",0.771112095997131
"2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile","Com_1710_neg","2-(5-mercapto-4-methyl-4H-1,2,4-triazol-3-yl)acetonitrile","C5 H6 N4 S",154.02999,5.175,153.02272,"Invalid mass","No results","No results",NA,NA,NA,NA,6687247.20799999,4096345.302,2146641.179,17059927.12,4070571.994,3561284.793,22.58162487768,21.8908455164484,0.690779361231527,0.221000943468346,0.405285775024886,"stable",0.646997478285984
"Thromoboxane B1","Com_1716_neg","Thromoboxane B1","C20 H36 O6",408.22782,8.95,407.22055,"Invalid mass","No match","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Thromboxanes",2197049.802,1910530.778,1916737.059,2219368.965,2051193.61,1936846.557,20.9783428588605,20.934299739752,0.0440431191084407,0.270779609466192,0.432807692783832,"stable",0.425953693248551
"Lysopc 17:0","Com_1729_neg","Lysopc 17:0","C25 H52 N O7 P",509.348,10.329,508.34072,"No results","No results","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines",6263500.321,6414656.46,3379126.948,10030943.45,13026078.41,10999469.18,23.4279280050236,22.2932324621828,1.13469554284082,0.0636126317171441,0.309470420373791,"stable",1.51756944542415
"LPE O-17:1","Com_1742_neg","LPE O-17:1","C22 H46 N O6 P",451.30634,10.192,450.29906,"No results","Full match","No results",NA,NA,NA,NA,1647551.913,1980804.092,1228503.998,2978565.66,3451876.709,3351069.904,21.6337753962495,20.599339461614,1.03443593463555,0.0378598884814595,0.309065245834167,"up",1.61595424026682
"1a,1b-Dihomo prostaglandin F2α","Com_1758_neg","1a,1b-Dihomo prostaglandin F2α","C22 H38 O5",418.2515,9.037,417.24422,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",148075.6897,135889.3597,143613.6153,142703.787,202581.6328,114766.984,17.186385363521,17.1199604184703,0.0664249450506915,0.826423721883312,0.67494047318781,"stable",0.237742614625676
"3-Phosphoglyceric acid","Com_1782_neg","3-Phosphoglyceric acid","C3 H7 O7 P",185.99282,1.563,184.98553,"Full match","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Sugar acids and derivatives",76240009.4799999,61829584.3000001,70392829.9300001,44562467.17,17336070.9,29383633.52,24.7550362892585,26.044921361193,-1.28988507193448,0.0520250025313364,0.309065245834167,"stable",1.47914952827882
"N4-Acetylcytidine","Com_1805_neg","N4-Acetylcytidine","C11 H15 N3 O6",285.09752,1.798,284.09024,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Not available","Pyrimidine nucleosides",7026358.57399999,3461460.074,5146660.32400001,11617664.46,4791132.646,7702714.62500001,22.8462292010695,22.2541667291383,0.592062471931218,0.0153540723726837,0.309065245834167,"up",0.925931897400796
"PC 16:0_22:6","Com_1831_neg","PC 16:0_22:6","C46 H80 N O8 P",851.56875,11.393,850.56148,"No results","Invalid mass","No results",NA,NA,NA,NA,21484998.51,22112641.95,10865735.53,19561658.31,9088137.155,13179933.71,23.6629727657775,24.0428256371671,-0.379852871389573,0.501445677616301,0.557495508810899,"stable",0.66257761934583
"Oxaceprol","Com_1835_neg","Oxaceprol","C7 H11 N O4",173.06885,2.823,172.06157,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Proline and derivatives",21504385.12,21587955.88,15496329.08,19543401.17,14456065.51,24695645.98,24.1877010707391,24.2024246711917,-0.0147236004525837,0.971590315411566,0.709394019475446,"stable",0.0468556594545498
"PE O-18:1_22:6","Com_1858_neg","PE O-18:1_22:6","C45 H78 N O7 P",775.55174,10.736,774.54447,"No results","Full match","No results",NA,NA,NA,NA,27455863.6,27689063.11,29783659.64,426893.2821,32541913.13,329841.1757,20.6635745501521,24.7538138524442,-4.09023930229214,0.199608050573922,0.390798047359281,"stable",1.20305479265663
"N-Acetyl-L-asparagine","Com_1882_neg","N-Acetyl-L-asparagine","C6 H10 N2 O4",128.05847,1.505,173.05666,"No results","Invalid mass","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Asparagine and derivatives",23763211.51,9216722.37300001,21564856.46,20547255.59,16502289.02,21885431.44,24.2173575610503,24.0000758765212,0.217281684529087,0.56562038144281,0.586964719491844,"stable",0.408510912620327
"Ureidoglutaric acid","Com_1952_neg","Ureidoglutaric acid","C6 H10 N2 O5",190.05878,1.813,189.0515,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives",1708143.682,1983465.782,1730423.457,2342007.042,1322415.54,1041680.476,20.4948465065658,20.7820945592207,-0.287248052654888,0.522466474420474,0.567600861490583,"stable",0.656790137407812
"Perillic acid","Com_1956_neg","Perillic acid","C10 H14 O2",166.09937,6.422,165.09208,"Full match","No results","Full match","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Menthane monoterpenoids",10475197.71,9600643.887,11075267.88,8329193.72299999,6781478.189,7757776.04900001,22.8567084875568,23.3053373773003,-0.448628889743514,0.016888978180998,0.309065245834167,"down",1.57883438091257
"N-Acetylcysteine","Com_2001_neg","N-Acetylcysteine","C5 H9 N O3 S",163.03031,3.704,162.02303,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","N-acyl-L-alpha-amino acids",22804808.17,15631962.75,24492044.45,17712593.13,21655957.99,26140968.1,24.3621139986352,24.2955467227582,0.0665672758770164,0.808603797091291,0.670139841057153,"stable",0.223093856786251
"Imidazoleacetic acid","Com_2010_neg","Imidazoleacetic acid","C5 H6 N2 O2",126.04295,4.869,125.03567,"Full match","No results","Full match","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",10838328.61,10974573.78,13406234.19,6257017.251,6990942.162,10763697.1,22.8912564938869,23.477900413015,-0.586643919128147,0.053230903551484,0.309065245834167,"stable",1.30911099987885
"Levodopa","Com_2013_neg","Levodopa","C9 H11 N O4",197.06864,2.387,196.06136,"No results","No results","Full match",NA,NA,NA,NA,26271472.22,28866211.84,29469503.95,36667424.81,34582599.93,40943146.38,25.1528857499334,24.7475305370754,0.405355212857994,0.0304277157064102,0.309065245834167,"up",1.60151442398783
"LPI 20:4","Com_2015_neg","LPI 20:4","C29 H49 O12 P",620.29661,9.314,619.28933,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",4206418.398,6592132.379,4708660.167,3283156.474,6185533.913,4789822.566,22.1328865201501,22.2744532945115,-0.141566774361401,0.337189364695159,0.460129290818029,"stable",0.366893846202999
"5-Hydroxytryptophol","Com_2044_neg","5-Hydroxytryptophol","C10 H11 N O2",177.07909,5.651,176.07182,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Hydroxyindoles","Hydroxyindoles",1718121.259,2293934.721,3124289.908,2196088.919,1402788.515,2032407.521,20.8137098032771,21.1389634116698,-0.325253608392721,0.440447000595151,0.525303034938403,"stable",0.792320549749324
"N-Sulfo-glucosamine sodium salt","Com_2046_neg","N-Sulfo-glucosamine sodium salt","C6 H12 N Na O8 S",281.01809,1.539,280.01081,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Hexoses",9205549.78599999,10038274.74,6650170.957,8412830.495,10496526.69,11228702.16,23.2494187931292,23.0193468184839,0.230071974645352,0.482144338033075,0.547791671899888,"stable",0.807839605025403
"D-Mannitol 1-phosphate","Com_2098_neg","D-Mannitol 1-phosphate","C6 H15 O9 P",262.04852,5.253,261.04124,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Monosaccharide phosphates",14392294.57,17187346.87,16581362.59,16422224.18,14623495.95,20191917.73,24.0127352379028,23.9322320130414,0.0805032248613209,0.663132929428276,0.624919932875337,"stable",0.433475020900505
"Dantron","Com_2109_neg","Dantron","C14 H8 O4",240.04156,1.678,239.03429,"Full match","No results","No results","Benzenoids","Anthracenes","Anthraquinones","Anthraquinones",40328373.77,13079547.52,19062430.8,31726735.52,11421497.76,8249395.03699999,23.7801003859788,24.3634433186853,-0.583342932706479,0.205726767194888,0.395137968364844,"stable",0.628579571024552
"LPE O-20:1","Com_2122_neg","LPE O-20:1","C25 H52 N O6 P",493.3533,11.314,492.34602,"No results","Full match","No results",NA,NA,NA,NA,2950169.671,3140528.934,1966826.495,7905015.062,5894599.88100001,6265097.95799999,22.6614016247972,21.3274602978236,1.33394132697363,0.0272068082259335,0.309065245834167,"up",1.6358879632314
"alpha-Ketoglutaric acid","Com_2138_neg","alpha-Ketoglutaric acid","C5 H6 O5",146.02158,1.682,145.0142,"No results","No results","Full match","Organic acids and derivatives","Keto acids and derivatives","Gamma-keto acids and derivatives","Gamma-keto acids and derivatives",3008701.636,3566049.857,4413506.389,7547352.974,3283068.156,3522343.006,22.0807521872361,21.786699637859,0.294052549377191,0.628602288659067,0.612303988855552,"stable",0.580996658371122
"ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","Com_2167_neg","ethyl 2-cyano-3-(tetrahydro-3-thiophenylamino)acrylate","C10 H14 N2 O2 S",226.07927,6.36,225.07199,"Invalid mass","No results","No results",NA,NA,NA,NA,174032.8249,196692.3793,212087.1826,188283.3711,160613.3306,1168354.275,18.3239415162098,17.5629597879542,0.760981728255583,0.468877081393918,0.540870903747941,"stable",0.6656156049827
"LPC 12:0","Com_2231_neg","LPC 12:0","C20 H42 N O7 P",485.27585,7.817,484.26858,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",2595950.922,2522464.173,2228471.607,2063472.453,2490341.514,3311031.095,21.2944680155935,21.2206190582822,0.0738489573113306,0.806358296595438,0.669524831804717,"stable",0.302917184110552
"(±)9(10)-DiHOME","Com_2268_neg","(±)9(10)-DiHOME","C18 H34 O4",296.23495,8.245,295.22767,"Invalid mass","No results","No match",NA,NA,NA,NA,6654375.21999999,12983566.1,8954464.83499999,6287842.619,6380181.85099999,6400368.976,22.5996744796219,23.1300769748631,-0.530402495241233,0.191781121987361,0.384995684278669,"stable",1.20220629505487
"LPE O-18:1","Com_2298_neg","LPE O-18:1","C23 H48 N O6 P",465.32196,10.113,464.31468,"No results","Full match","No results",NA,NA,NA,NA,1723439.12,1885945.937,1010513.908,2647951.579,2670246.707,2492018.688,21.3112901255153,20.5034578476069,0.807832277908421,0.0836180258456772,0.319046801871078,"stable",1.4298245477473
"LNAPE 18:1/N-18:0","Com_2336_neg","LNAPE 18:1/N-18:0","C41 H80 N O8 P",745.56285,11.813,744.55553,"No results","Full match","No results",NA,NA,NA,NA,32326715.76,28413871.89,45260837.27,33704647.58,5594626.961,5362106.532,23.2588077212967,25.0460252156877,-1.78721749439098,0.19994650211018,0.39104248616203,"stable",1.23193518573804
"Glu-Thr","Com_2337_neg","Glu-Thr","C9 H16 N2 O6",248.10076,1.512,247.09349,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",20065959.67,14817465.12,19626915.03,19166502.63,16095810.72,14776964.01,23.9830374125597,24.1017907456046,-0.118753333044896,0.523468844020202,0.568071215285271,"stable",0.549640010326898
"4-Pyridoxic acid","Com_2378_neg","4-Pyridoxic acid","C8 H9 N O4",183.05321,5.789,164.03537,"No results","No results","Full match","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",11953898.84,11518700.88,11929037.56,9342508.70299999,8193826.71099999,10130073.03,23.131208587426,23.4921422986271,-0.360933711201088,0.0393713217828156,0.309065245834167,"down",1.55882565487408
"Perfluorooctanoic acid (PFOA)","Com_2381_neg","Perfluorooctanoic acid (PFOA)","C8 H F15 O2",413.97419,6.973,412.96691,"Full match","No results","No results","Organohalogen compounds","Alkyl halides","Alkyl fluorides","Perfluoroalkyl carboxylic acid and derivatives",4739422.061,10244004.96,7796908.74,8518872.27000001,6019750.323,4441303.213,22.5420182955104,22.7863423504129,-0.244324054902496,0.697969362124217,0.636842040193816,"stable",0.483307328192255
"3-Methylindole","Com_2444_neg","3-Methylindole","C9 H9 N",131.07355,5.655,176.07175,"No results","No results","Full match","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-methylindoles",1741649.545,2293934.721,3124289.908,2284121.477,1410220.62,2032407.521,20.8351518922079,21.1455042427913,-0.310352350583379,0.47047230670573,0.541714224958154,"stable",0.759050497282486
"1-(4-Methoxyphenyl)-2-propanone","Com_2453_neg","1-(4-Methoxyphenyl)-2-propanone","C10 H12 O2",164.08376,6.451,163.0765,"No results","No results","Full match",NA,NA,NA,NA,968917.9596,1149326.352,1336728.745,1577882.173,1289535.373,678977.749100001,20.0869942449453,20.1228824583753,-0.035888213429967,0.948863271803213,0.704490375616476,"stable",0.0801083627607075
"PE 18:1_20:4","Com_2495_neg","PE 18:1_20:4","C43 H76 N O8 P",765.53188,8.851,764.52461,"No results","Full match","No results",NA,NA,NA,NA,10634969.95,19434028.88,10365509.42,32598606.15,33617919.32,19593989.22,24.7283139531464,23.6198939959301,1.10841995721634,0.0495867349839183,0.309065245834167,"up",1.42805812670866
"Cer 18:1;2O/16:0","Com_2498_neg","Cer 18:1;2O/16:0","C34 H67 N O3",537.51207,11.073,582.51029,"No results","Full match","No results",NA,NA,NA,NA,2356410.037,4010382.774,6172857.074,11222938.35,5195721.623,9116055.94500001,22.9496060546506,21.8869915470697,1.0626145075809,0.217090167599722,0.40277595411667,"stable",1.24590830839255
"2'-O-Methyladenosine","Com_2553_neg","2'-O-Methyladenosine","C11 H15 N5 O4",281.11099,1.476,280.10372,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Purine nucleosides","Not available","Purine nucleosides",1774999.902,2579301.593,2752136.32,4240059.654,1060313.556,1429667.342,20.8263202429624,21.1500190198703,-0.32369877690785,0.723639278354607,0.645153182744562,"stable",0.428654245575936
"LPI 18:3","Com_2569_neg","LPI 18:3","C27 H47 O12 P",594.28093,8.911,593.27365,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1489756.357,467675.361,1472937.7,549279.8441,754388.371699999,534362.5003,19.2065296608247,19.9440192837978,-0.737489622973175,0.410019555726774,0.50742780529292,"stable",0.939802738287536
"LPE 20:3","Com_2589_neg","LPE 20:3","C25 H46 N O7 P",503.30145,9.58,502.29418,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","1-acyl-sn-glycero-3-phosphoethanolamines",7047899.902,6120627.192,5904748.40600001,6687399.707,5210018.739,4478107.627,22.3601096072912,22.5958180760236,-0.235708468732394,0.127471246679784,0.342713938516082,"stable",0.934761987081909
"LPG 22:6","Com_2640_neg","LPG 22:6","C28 H45 O9 P",556.28018,9.337,555.2729,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",3283490.092,3778819.003,2154140.59,3369751.255,7938776.507,6568354.971,22.4172655286979,21.5116612128973,0.905604315800669,0.188423027455065,0.382415010737285,"stable",1.24178122096131
"LPI 14:0","Com_2682_neg","LPI 14:0","C23 H45 O12 P",544.26501,8.682,543.25773,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols","Phosphatidylinositols",1022081.298,982711.326100001,919648.8462,632674.7579,526983.477500001,565824.4592,19.1294992441702,19.8934034174075,-0.763904173237336,0.00774020254816531,0.309065245834167,"down",1.69994089729548
"LPG 16:0","Com_2704_neg","LPG 16:0","C22 H45 O9 P",484.28033,9.981,483.27305,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols","Phosphatidylglycerols",2538834.875,3193561.176,1702319.804,3530801.936,6883939.559,5756323.726,22.3076945871814,21.1938468177093,1.11384776947205,0.0949158793371613,0.324843259600031,"stable",1.42781577372836
"LPA 16:0","Com_2748_neg","LPA 16:0","C19 H39 O7 P",410.24362,9.537,409.23634,"No results","Full match","Full match","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphates","1,2-diacylglycerol-3-phosphates",239994.1898,426439.9754,168604.9476,378499.7204,523506.591600001,538580.323,18.8555276274724,17.9793034866249,0.876224140847519,0.167939867261813,0.367077610985709,"stable",1.25565551087118
"L-Malate","Com_2796_neg","L-Malate","C4 H6 O5",134.02154,4.985,133.01426,"No results","No results","Full match","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives","Beta hydroxy acids and derivatives",7249074.773,9180679.17799999,8753631.22000001,6440841.423,8695852.14,10669041.11,23.0058803011358,22.9936616904141,0.0122186107217281,0.938051938350972,0.702099139574914,"stable",0.0452270320532547
"LPS 19:0","Com_2815_neg","LPS 19:0","C25 H50 N O9 P",539.32245,10.517,538.31517,"No results","Full match","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoserines","Phosphatidylserines",3245016.13,4737630.947,2816621.948,5254610.598,9501922.946,9476998.03900001,22.8936464031777,21.7436877042066,1.14995869897114,0.0668275887578739,0.31014678904489,"stable",1.47701598922279
"LPC 14:1","Com_2828_neg","LPC 14:1","C22 H44 N O7 P",511.29099,8.1,510.28372,"No results","Invalid mass","No results","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphocholines",3578847.566,4602474.37,3665164.717,1643492.873,2503578.382,3021608.447,21.1435930847217,21.9034961760557,-0.759903091334042,0.0938404610596795,0.324343449922166,"stable",1.39728484513646
"2-(3,4-dimethoxyphenyl)ethanamine","Com_2843_neg","2-(3,4-dimethoxyphenyl)ethanamine","C10 H15 N O2",181.1103,6.583,180.10302,"No results","No results","Full match",NA,NA,NA,NA,3258744.04,2155634.932,3019236.617,2709202.937,2123964.405,2169441.816,21.1455525517646,21.4004394810108,-0.254886929246247,0.192421568862202,0.385481500596994,"stable",0.89036959097936
"2-deoxyglucose-6-phosphate","Com_2855_neg","2-deoxyglucose-6-phosphate","C6 H13 O8 P",244.03475,1.466,243.02748,"No results","No results","Full match","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","Monoalkyl phosphates",782544.3417,810428.8126,1122074.768,1028553.243,630316.387,1070384.464,19.7558664472558,19.7679587660456,-0.0120923187898541,0.961216810951042,0.707176148423999,"stable",0.0356149680701478
"Guanosine 5'-diphospho-??-L-fucose","Com_2877_neg","Guanosine 5'-diphospho-??-L-fucose","C16 H25 N5 O15 P2",589.08285,4.455,588.07558,"Full match","No results","Full match","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine nucleotide sugars","Purine nucleotide sugars",30828411.22,30625335.21,30756951.32,31285538.41,33393704.1,39700532.53,25.0449068044683,24.8734628920792,0.171443912389094,0.237445899324245,0.415233337546465,"stable",1.11910662108828
"6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","Com_2887_neg","6-(2-furyl)-2-hydroxy-4-(2-thienyl)nicotinonitrile","C14 H8 N2 O2 S",268.02732,5.069,267.01994,"Invalid mass","No results","No results",NA,NA,NA,NA,6424799.56699999,5840898.263,5823316.85800001,8181338.86900001,1259982.157,7090420.392,21.9954390457514,22.5221295107951,-0.526690465043636,0.595994596655881,0.599585939372578,"stable",0.506383204918946
"Ala-trp","Com_2959_neg","Ala-trp","C14 H17 N3 O3",275.12633,6.075,136.55589,"No results","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",710074.4212,966610.6116,963054.4634,1321349.34,1404597.36,569700.988400001,19.9583836965053,19.732481294342,0.225902402163218,0.696961165181359,0.636507663498795,"stable",0.429198785650686
"Prostaglandin A2","Com_3022_neg","Prostaglandin A2","C20 H30 O4",334.21459,7.269,333.20739,"Full match","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",2016739.806,2095504.011,2036587.056,3522436.37,1576818.871,2350507.487,21.1670895256518,20.9667271465368,0.200362379114946,0.625431451301192,0.611102831574791,"stable",0.499809118853468
"Asaraldehyde","Com_3043_neg","Asaraldehyde","C10 H12 O4",196.07338,6.579,195.06611,"No results","No results","Full match","Benzenoids","Benzene and substituted derivatives","Benzoyl derivatives","Benzoyl derivatives",13985339.21,9549106.67400001,12097335.24,7737304.94200001,7746307.385,9012690.12799999,22.9573344607591,23.4841774029647,-0.526842942205604,0.0878416177745061,0.321363180196711,"stable",1.45034208073247
"Ala-Leu","Com_3108_neg","Ala-Leu","C9 H18 N2 O3",202.1318,5.185,201.12453,"No results","Full match","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",6857267.394,8024564.39100001,6833046.725,7139690.717,4675381.226,5718521.43,22.4570978227346,22.7830971862257,-0.325999363491082,0.313622527112563,0.451398582999033,"stable",1.12861442284927
