"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","MV4_11_WT_1","MV4_11_WT_2","MV4_11_WT_3","MV4_11_2w_1","MV4_11_2w_2","MV4_11_2w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,81779407.8099999,98891757.15,82035363.1100001,151681802.7,208162402.3,390247078.1,27.7831398799517,26.3781079437466,1.40503193620511,0.0808561804480279,0.31395924141276,"stable",1.48663365009859
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",143352487.2,148203713.1,151607471.8,78641143.3699999,91063746.2199999,78363281.84,26.2976096397991,27.1379212211479,-0.840311581348796,0.00749635772090663,0.163273672138948,"down",1.69520940207548
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,5825762.14200001,8878232.26199999,16500226.2,14855707.02,9139982.41600001,11226634.82,23.456232033644,23.1772796186307,0.278952415013315,0.669274234864793,0.643208800648896,"stable",0.479463372392433
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",34387063.8,50518518.41,26604100.81,78770273.53,65965602.3,62141855.7899999,26.0318068443803,25.0969389661266,0.934867878253776,0.0767570230810773,0.309535332890453,"stable",1.46644647795537
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",723667.8889,680666.4774,62338646.9799999,1500931.925,802703.5486,713510.774299999,19.8588368512081,21.578393423867,-1.71955657265887,0.544502271595615,0.594595711567341,"stable",0.631000211667454
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,1747435.392,4601037.621,8808708.00100001,3215087.211,3652497.612,3976420.498,21.7799724122136,21.9802781689903,-0.200305756776668,0.766164122767535,0.673601833256125,"stable",0.249548388491733
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",1528921.282,2184292.131,4209324.593,3163502.131,1751997.945,3352090.148,21.3367634354834,21.2026581400004,0.134105295483014,0.797025787549923,0.682224105833725,"stable",0.219395490122226
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",8133828.57299999,7110048.067,23618208.82,8122393.38399999,7691217.76499999,3101037.638,22.4641912289493,23.4034424191849,-0.939251190235595,0.445008177118269,0.545180781121877,"stable",0.95071564550464
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",34196490.97,26195858.3,29809495.31,27072608.01,25046764.31,22328312.02,24.5602740990016,24.8331496557511,-0.272875556749497,0.124706855664562,0.346572939403587,"stable",1.21401884927453
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,29305008.21,20938762.29,24403522.43,25806244.23,21960149.2,17882485.06,24.3672150919707,24.5549676009361,-0.187752508965421,0.335580950611156,0.495461825176528,"stable",0.709553815540683
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,10824231.32,8837635.066,8951225.33699999,10603880.93,13968405.61,11753472.49,23.520112260117,23.1788813082423,0.341230951874731,0.231488398520972,0.428968327702467,"stable",1.2945957954317
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",30744701.17,32266212.4,26400340.1,34132397.25,35917738.88,38208289.01,25.1034046408008,24.8238028425506,0.279601798250123,0.158377174349789,0.368537764218232,"stable",1.40489727657085
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",32667594.21,29011299.22,15755293.66,22019001.42,24343444.14,27231698.38,24.5426864317276,24.5536005849938,-0.010914153266274,0.981200830341318,0.72549843049917,"stable",0.0278235829549952
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,12308494.64,15858868.38,22782182.09,22562948.33,23072201.56,11082120.77,24.0962784196979,23.9711133620163,0.125165057681549,0.851729594851772,0.696438205390302,"stable",0.246579693340761
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,28651095.82,31994142.47,15394764.19,21261125.63,18478041,25506264.66,24.3617904735244,24.5264426264268,-0.164652152902399,0.753917893006319,0.670049343376559,"stable",0.389041876062623
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",17620226.51,3395495.939,37146656.09,23918752.65,4911953.119,39846452.51,23.9958173776714,23.6375496738137,0.358267703857706,0.112056218028182,0.339237204275694,"stable",0.223898363939827
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,2144944.827,4655124.979,7133093.46599999,39323910.66,17293548.52,34596193.58,24.7722480131821,21.9829980084808,2.78925000470127,0.0594556738078964,0.289315293847778,"stable",1.57072737098748
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",46321530.31,48637564.7399999,41942017.77,54051241.42,54228807.69,59853848.6,25.738440404024,25.4408800577421,0.297560346281859,0.112759810999961,0.339679449683288,"stable",1.51988672815726
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",10174891.08,15476715.89,24407933.78,7094480.724,9500420.80100001,24799368.2,23.5005418920556,23.9009842943492,-0.400442402293638,0.207961852839665,0.410925949410213,"stable",0.502746893990579
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,8643987.29199999,9602417.10900001,20462847.25,17974349.42,16684792.36,16117643.89,24.0112013805634,23.5082450860742,0.502956294489188,0.362852132091796,0.509153109900218,"stable",0.925983878437906
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,5839236.99200001,8857045.56299999,15253468.24,8309230.35600001,8722488.97600001,9094093.914,23.0530301110257,23.1394588400637,-0.0864287290380261,0.834302892068288,0.692050109307334,"stable",0.183692466156898
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,3508866.411,3186843.753,3819820.165,3036524.539,3081941.654,2901457.547,21.5192480352488,21.7371145788621,-0.217866543613344,0.16294141470992,0.371539807227771,"stable",1.38852879389007
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1277114.224,1334320.406,815640.4978,1578348.386,1331411.533,1284241.207,20.4089980527172,20.0899012414079,0.319096811309318,0.235218493154911,0.431624832095431,"stable",0.940467247194589
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",192773978.6,181100873.3,188258899.3,181163155.1,192320820.9,178637443.4,27.4547044386329,27.4808987231762,-0.0261942845432763,0.688988573083663,0.649843065514981,"stable",0.5137852668438
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,753342.344200001,496130.8767,7794823.77,792504.345399999,1062596.253,554036.684200001,19.5649477995175,20.4457974311904,-0.880849631672852,0.61572227236737,0.623849723619647,"stable",0.565864022852851
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",1612715.003,1509417.874,1646894.419,3348466.222,3786244.502,5452575.565,21.9686371865228,20.5993125163662,1.36932467015659,0.0197791587333338,0.208885817763998,"up",1.64328288252815
"GNH","Com_1483_pos","GNH","C12 H18 N6 O5",163.06688,5.016,164.07416,"Invalid mass","No results","No match",NA,NA,NA,NA,1091354.77,3155778.387,23120732.63,3062514.352,2521812.657,1351911.041,21.0596278794165,22.0366456572706,-0.977017777854073,0.612777488445087,0.62272406250523,"stable",0.590128919887049
"Noroxycodone-d3","Com_1495_pos","Noroxycodone-d3","C17 H16 [2]H3 N O4",304.15013,5.261,305.15741,"Full match","No results","No results",NA,NA,NA,NA,41953786.73,25419612.81,63387679.71,25830719.16,24523672.42,26292597.19,24.6061365002372,25.2798118470416,-0.673675346804487,0.195574482911172,0.400429731143967,"stable",1.13840997085859
"4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","Com_1544_pos","4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","C16 H14 Cl N5 O2",343.0842,2.054,344.09148,"Full match","No results","No results",NA,NA,NA,NA,23908071.96,30821195.21,16172631.59,54741813.09,50622583.99,54828496.19,25.669280088819,24.4451550144034,1.22412507441561,0.0558718413920537,0.284456874378217,"stable",1.5725284607023
"5-OxoETE","Com_1549_pos","5-OxoETE","C20 H30 O3",318.21754,8.119,319.22482,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",19682434.97,12413622.34,15424322.56,12837812.61,13127574.78,29886310.99,24.030991547803,23.891509997351,0.139481550452004,0.787886890621143,0.679718688573409,"stable",0.266800998863907
"PC O-32:2","Com_1571_pos","PC O-32:2","C40 H78 N O7 P",715.55175,10.402,716.5589,"No results","Full match","No results",NA,NA,NA,NA,30217085.89,51257328.12,60231541.94,29370940.15,50005521.2,80154250.1099999,25.5465819511151,25.4347106659268,0.111871285188315,0.53401731101883,0.589900248983802,"stable",0.185907046356704
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","Com_1597_pos","5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","C13 H13 N O3",231.08758,5.613,232.09485,"Invalid mass","No results","No results",NA,NA,NA,NA,9333989.14199999,12710290.56,778795.131200001,1461706.519,16095476.53,14581986.37,22.7390193743015,22.1081467909477,0.630872583353774,0.782054171186856,0.678098897928402,"stable",0.313426911247475
"4-(Diethylamino)benzaldehyde","Com_1611_pos","4-(Diethylamino)benzaldehyde","C11 H15 N O",177.11557,6.481,178.12287,"Full match","No results","No results",NA,NA,NA,NA,11609150.63,7754271.73099999,7282419.67600001,8981290.36299999,7528445.08,8078318.946,22.9626784909535,23.0504351338462,-0.0877566428927246,0.62154595401451,0.626056199009279,"stable",0.331907660901441
"SM 8:0;2O/26:0","Com_1627_pos","SM 8:0;2O/26:0","C39 H81 N2 O6 P",704.58393,8.862,705.59121,"No results","Full match","No results",NA,NA,NA,NA,180712871,121304570.1,93765016.33,2064522.405,2532351.314,3839469.482,21.3739661093661,26.9219097016531,-5.54794359228697,0.00906752155406405,0.165938931614939,"down",1.70609370696725
"L-Alanyl-L-proline","Com_1628_pos","L-Alanyl-L-proline","C8 H14 N2 O3",186.10083,1.408,187.10811,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",767376.5498,721693.1831,665692.134300001,712780.3273,746022.170500001,696963.0322,19.4542265279025,19.4516989503354,0.00252757756706501,0.967379430409705,0.722664190960045,"stable",0.0329541191687878
"N-acetyl-D-glucosamine","Com_1662_pos","N-acetyl-D-glucosamine","C8 H15 N O6",221.09023,1.476,222.09745,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",12484896.79,6905123.936,5027617.832,4381623.096,5081965.306,4608557.076,22.1586242475602,22.8514533319366,-0.692829084376438,0.240044635401265,0.434985905438322,"stable",1.14425389151444
"D-(+)-Maltose","Com_1673_pos","D-(+)-Maltose","C12 H22 O11",364.09863,1.395,365.1059,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds",25021208.67,24853027.68,34013489.85,10396053.27,16151639.3,17973838.77,23.7847016959029,24.7210567092754,-0.936355013372534,0.0374483814036905,0.254543117134834,"down",1.47223618024874
"PC O-30:0","Com_1675_pos","PC O-30:0","C38 H78 N O7 P",691.55216,10.295,692.55944,"No results","Full match","No results",NA,NA,NA,NA,36616728.44,29571171.79,28603169.01,39068270.64,51581225.6200001,102902561.8,25.8188468119875,24.9044530995671,0.914393712420363,0.214422436618297,0.416114596188673,"stable",1.2543035982018
"2-morpholino-1-phenyl-1-ethanol","Com_1687_pos","2-morpholino-1-phenyl-1-ethanol","C12 H17 N O2",189.11896,6.911,190.12624,"Invalid mass","No results","No results",NA,NA,NA,NA,391238.1898,551790.5648,8039507.54899999,875992.7996,713515.685199999,487657.6207,19.3602180605289,20.1967082140064,-0.836490153477545,0.656947314677675,0.638931277931675,"stable",0.492786979701277
"tetranor-12(R)-HETE","Com_1693_pos","tetranor-12(R)-HETE","C16 H26 O3",283.21506,7.145,306.20432,"Invalid mass","No results","No results",NA,NA,NA,NA,12728258.95,14750707.78,8117093.69000001,18019524,19058803.94,26275581.01,24.3114103812987,23.4561148120093,0.855295569289485,0.179539065613246,0.385704785671379,"stable",1.39478983569782
"Nitrosonornicotine","Com_1695_pos","Nitrosonornicotine","C9 H11 N3 O",177.0923,6.234,178.09958,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines",13569994.67,16341211.81,15679490.02,14255770.57,11083020.29,10554389.45,23.4994100771736,23.852767918598,-0.353357841424351,0.23788399104203,0.433491592135314,"stable",1.28717880073444
"Nicotinic acid","Com_1723_pos","Nicotinic acid","C6 H5 N O2",123.02996,1.238,124.03726,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",26376107.34,29492232.67,25528019.77,27795389.62,15919519.86,34093185.38,24.5585386069945,24.6907127769315,-0.132174169937027,0.767700421361881,0.674042102745343,"stable",0.333949761453097
"PC O-32:0","Com_1725_pos","PC O-32:0","C40 H82 N O7 P",719.57656,11.277,720.58383,"No results","Invalid mass","No results",NA,NA,NA,NA,24544341.36,21751221.79,19607648.04,38872633,55229885.8,88208751.52,25.7752052551801,24.3827977931822,1.39240746199792,0.0854513279804669,0.318543497033627,"stable",1.53418952033438
"Theobromine","Com_1728_pos","Theobromine","C7 H8 N4 O2",180.06368,1.512,181.07105,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",80197801.11,70583855.6599999,65121623.1799999,71116647.9399999,69510503.4499999,58796955.87,25.981216591675,26.095509191048,-0.114292599372948,0.13415598786102,0.352635244477101,"stable",0.725501768545737
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,7737085.207,10500955.5,8513175.53999999,15726828.01,12481117.79,13011739.29,23.7044262260332,23.0762139836355,0.628212242397645,0.106794089121003,0.335784952966158,"stable",1.5230959592858
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,23897800.25,24842851.9,11074206.51,14304479.73,13006668.46,20942433.16,23.9075458546536,24.1591339836069,-0.251588128953323,0.710438905119277,0.656786821399275,"stable",0.479661176469515
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,36959759.59,30580108.54,33427543.69,22700063.55,13636755.5,48010068.0199999,24.5513412478887,25.0000254132831,-0.448684165394376,0.466860198823388,0.557039271198856,"stable",0.667846286449745
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,517679.9631,1389188.598,2370727.057,7049549.41800001,5475812.761,1945543.387,22.0084943421626,20.1881367138249,1.82035762833768,0.260741224762223,0.44931951874647,"stable",1.25306350439313
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,2345951.393,2942411.903,2397100.179,4549950.263,3031250.903,4689918.007,21.9366774851132,21.2810560845736,0.655621400539545,0.16572415110422,0.373311615662184,"stable",1.4134797570142
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",203306775.6,203566093.7,170550539.2,201782395.5,178979954.5,89153238.2699999,27.1377439041053,27.5152097246029,-0.377465820497637,0.31479208508371,0.484025236060371,"stable",0.770833824612847
"N,N-Dimethyldecylamine N-oxide","Com_1838_pos","N,N-Dimethyldecylamine N-oxide","C12 H27 N O",201.20948,6.449,202.21676,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",2361354.015,3774299.241,3450978.669,3738902.428,3805973.576,2675539.581,21.681805315881,21.5791781404267,0.102627175454327,0.76548775600188,0.673407624077719,"stable",0.327094750860012
"2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","Com_1840_pos","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O",168.12653,5.557,169.13382,"Full match","No results","No results",NA,NA,NA,NA,13315948.49,13416589.94,12203953.04,16486920.51,13646692.89,14975932.77,23.8376697272964,23.6283372510575,0.209332476238984,0.151902477512106,0.364061620590688,"stable",1.30492384284892
"WMH","Com_1884_pos","WMH","C22 H28 N6 O4 S",450.21102,5.775,473.20032,"Invalid mass","No results","No results",NA,NA,NA,NA,8702184.71299999,7956562.51699999,4727216.29000001,10015622.28,7266743.52,10745506.07,23.1352854581346,22.7164064998674,0.418878958267161,0.39990320763633,0.525715541526177,"stable",0.93323578117389
"1-Phenyl-3-methyl-5-pyrazolone","Com_1915_pos","1-Phenyl-3-methyl-5-pyrazolone","C10 H10 N2 O",174.07956,5.261,175.08684,"Full match","No results","No results",NA,NA,NA,NA,3363731.933,3295755.088,4198026.53,5718390.087,3477521.916,4206596.517,22.0603425998635,21.7783629222778,0.281979677585756,0.365264920836891,0.51029931852368,"stable",0.880340537664041
"Decanoylcarnitine","Com_1990_pos","Decanoylcarnitine","C17 H33 N O4",315.24184,6.555,316.24911,"Full match","Invalid mass","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",1119666.815,1102303.328,1125488.623,1059374.111,1393814.269,1062243.125,20.1480234004514,20.0896159805623,0.0584074198890292,0.717162040087094,0.658906853887886,"stable",0.373065546979171
"D-Erythrose 4-phosphate","Com_1999_pos","D-Erythrose 4-phosphate","C4 H9 O7 P",200.00921,1.275,201.01646,"No results","No results","Full match",NA,NA,NA,NA,30494988.3,30041200.5,27682564.49,23546663.53,28213577.81,24085782.37,24.5868613526681,24.8083274069803,-0.221466054312248,0.114571809767454,0.340798506486701,"stable",1.31980105047222
"PC O-18:1","Com_2020_pos","PC O-18:1","C26 H52 N O7 P",521.34891,9.518,522.35619,"No results","Full match","Full match",NA,NA,NA,NA,4640288.466,5254897.86300001,10677849.94,7076705.60100001,4488824.597,5316475.093,22.3981971223948,22.606377399958,-0.208180277563219,0.698951267156375,0.653102739262057,"stable",0.413647843037425
"3-hydroxy-1,5-diphenylpentan-1-one","Com_2036_pos","3-hydroxy-1,5-diphenylpentan-1-one","C17 H18 O2",276.11298,7.319,277.12026,"Invalid mass","No results","No results",NA,NA,NA,NA,12834385.23,13034883.44,7519977.467,13152858.35,12703090.82,13969841.62,23.66112052649,23.3638940370019,0.297226489488104,0.424784208952529,0.535711748006654,"stable",0.844929604620927
"5,6-Dihydroxyindole-2-Carboxylic Acid","Com_2056_pos","5,6-Dihydroxyindole-2-Carboxylic Acid","C9 H7 N O4",193.03778,2.482,194.04505,"No results","No results","Full match",NA,NA,NA,NA,27412996.89,27636401.48,24454056.75,28105853.24,24781755.28,28226328.84,24.6858934946738,24.6573312144214,0.028562280252391,0.811492293960413,0.686110926910463,"stable",0.288969081224488
"3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","Com_2125_pos","3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","C11 H10 N2 O S",240.03183,5.962,241.0391,"Invalid mass","No results","No results",NA,NA,NA,NA,4886555.45300001,5024782.338,15446488.85,5652240.084,5284967.477,5396626.635,22.3758269754231,22.7872639018039,-0.411436926380823,0.535245203192482,0.59045574929772,"stable",0.605597508076339
"DNH","Com_2139_pos","DNH","C14 H20 N6 O7",384.14014,5.751,385.14742,"Full match","No results","No results",NA,NA,NA,NA,14193944.57,8582614.72899999,7250238.81199999,10804745.88,8367364.98099999,13750183.57,23.3581504282232,23.193785044714,0.164365383509228,0.716561975491829,0.658718698252957,"stable",0.386194040073455
"5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","Com_2156_pos","5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","C13 H17 N O6 S",337.05808,1.921,338.06535,"Invalid mass","No results","No results",NA,NA,NA,NA,1304095.041,1920785.78,16664101.69,4912546.10699999,3854824.295,1225325.318,21.4436688624739,21.7260409982462,-0.282372135772263,0.887351701030982,0.705029892453704,"stable",0.185974000170875
"N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","Com_2158_pos","N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","C8 H11 N3 O3",197.08033,3.352,198.08761,"Full match","No results","Full match",NA,NA,NA,NA,23014123.04,26721547.22,24698355.58,28235184.34,24998090.72,24084563.31,24.6159702397257,24.5618093322173,0.0541609075084715,0.699692243080761,0.653342754595524,"stable",0.480891402606623
"N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","Com_2163_pos","N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","C12 H14 Cl2 N2 O4",337.05801,1.489,338.06524,"Invalid mass","No results","No results",NA,NA,NA,NA,1275345.226,1162017.361,1184247.86,5040291.023,29834206.67,72649301.5300001,24.4033284252875,20.2020654074814,4.20126301780614,0.0692540811166623,0.300641458024411,"stable",1.51591336606628
"3-Indoleacetonitrile","Com_2172_pos","3-Indoleacetonitrile","C10 H8 N2",156.06907,5.266,157.07635,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",11590161.94,11605647.67,10525618.45,15033124.96,12835939.42,15535407.46,23.7814612983299,23.4207075856843,0.360753712645568,0.0956581376780757,0.327522296754496,"stable",1.51685154830488
"Desthiobiotin","Com_2209_pos","Desthiobiotin","C10 H18 N2 O3",214.13208,5.781,215.13938,"Full match","No results","No results","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",11605852.12,10993947.15,10601731.34,10468941.23,13087318.96,12385363.52,23.507803776589,23.3987839266646,0.109019849924422,0.487368080276063,0.567619281260652,"stable",0.799348528188716
"CAR 16:1","Com_2211_pos","CAR 16:1","C23 H44 N O4",397.31971,7.913,398.32699,"No results","Invalid mass","No results",NA,NA,NA,NA,473291.1263,855709.215399999,1192990.02,2774532.937,1634989.212,4035466.818,21.3296557755068,19.5817599977382,1.74789577776858,0.0645290935306857,0.295501563956306,"stable",1.46258262828434
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","Com_2267_pos","4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","C13 H13 N5 O2",271.10344,4.87,272.11072,"Invalid mass","No results","No results",NA,NA,NA,NA,7015561.691,6934365.056,6230096.11400001,7191285.307,5217699.68399999,5632404.51,22.5060400716904,22.6794275108826,-0.173387439192215,0.312531969013865,0.482724502131778,"stable",0.862417410901506
