"","Compound_ID","Name","Formula","Molecular.Weight","RT.[min]","m/z","mzCloud_Results","mzVault_Results","MassList_Results","Class_I","Class_II","Class_III","Class_IV","OCI_M2_WT_1","OCI_M2_WT_2","OCI_M2_WT_3","OCI_M2_6w_1","OCI_M2_6w_2","OCI_M2_6w_3","meanA","meanB","logFC","pvalue","qvalue","change","VIP"
"PE O-16:1_22:6","Com_1010_pos","PE O-16:1_22:6","C43 H74 N O7 P",747.52081,9.092,748.5281,"No results","Full match","No results",NA,NA,NA,NA,130991436.7,119557250.8,153560607.7,122722514.2,133011280.7,54120845.84,26.5158263733248,26.997418860488,-0.481592487163233,0.449527083815359,0.326700172045196,"stable",0.81015404310056
"NADH","Com_1032_pos","NADH","C21 H29 N7 O14 P2",665.12533,2.789,333.56994,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",71020743.33,50203069.66,53052264.99,52121884.45,33120604.78,37113580.34,25.254018479505,25.7746401264583,-0.520621646953284,0.00720846745400312,0.15207209868962,"down",1.18996760748887
"PC O-16:0","Com_1065_pos","PC O-16:0","C24 H50 N O7 P",495.33312,9.312,496.34036,"No results","Full match","Full match",NA,NA,NA,NA,3668738.717,5791538.597,3351141.289,5240602.516,9283508.97200001,7675290.32799999,22.7797766457718,21.9828630176406,0.79691362813125,0.0602683257172793,0.200019708201322,"stable",1.2495341477245
"Prolylleucine","Com_1066_pos","Prolylleucine","C11 H20 N2 O3",228.14769,2.05,229.15497,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",81605220.1900001,74773564.72,69137861.29,86906938.6399999,106184827.5,91470633.33,26.4939252438204,26.1603852414384,0.333540002381948,0.116265982060881,0.213401037650243,"stable",1.3751351548962
"(S)-10-Hydroxycamptothecin","Com_1070_pos","(S)-10-Hydroxycamptothecin","C20 H16 N2 O5",364.10562,2.249,365.11288,"Full match","No results","No results","Alkaloids and derivatives","Camptothecins","Not available","Camptothecins",18454930.6,12011455.42,11894930.55,2594311,11336729.17,8680504.032,22.596922838044,23.7197513751395,-1.12282853709547,0.321910498895382,0.283975152823028,"stable",1.04482081260609
"1-adamantyl piperidino sulfoxide","Com_1083_pos","1-adamantyl piperidino sulfoxide","C15 H25 N O S",267.16598,6.194,268.17327,"Full match","No results","No results",NA,NA,NA,NA,9441117.813,2492435.623,6066177.40999999,4384599.721,15462649.02,28692261.55,23.5734854087039,22.3173357745077,1.25614963419619,0.400781228425834,0.312285267609308,"stable",0.892720912865731
"7-Ketocholesterol","Com_1094_pos","7-Ketocholesterol","C27 H44 O2",400.33463,10.101,401.34191,"No results","No results","Full match","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives",2376654.231,3678341.377,1514394.131,960689.5709,1499706.682,1076499.714,20.1426254120617,21.1738112796002,-1.03118586753847,0.0619840653823835,0.20074314000462,"stable",1.28406774476656
"Estrone","Com_1100_pos","Estrone","C18 H22 O2",287.19216,8.266,288.19944,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives",78902631.9900001,27512187.08,48934444.8700001,58477557.42,50726491.99,39959236.48,25.5498804851401,25.4971615275813,0.0527189575588238,0.910945676616673,0.468756619547411,"stable",0.0929081866892555
"Cytidine 5'-monophosphate (hydrate)","Com_1142_pos","Cytidine 5'-monophosphate (hydrate)","C9 H14 N3 O8 P",345.03426,1.367,346.04149,"Invalid mass","No results","No results","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine ribonucleotides","Pyrimidine ribonucleoside monophosphates",27068308.66,15786080.36,26941193.36,22402161.58,22318081.49,19707582.25,24.3536972493326,24.428520497437,-0.0748232481044013,0.821567457158939,0.443145512143261,"stable",0.230617683208115
"2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","Com_1143_pos","2-[5-(2-hydroxypropyl)oxolan-2-yl]propanoic acid","C10 H18 O4",224.10269,6.2,225.10996,"Invalid mass","No results","No results",NA,NA,NA,NA,24170102.68,24270489.75,13922281.09,4735265.023,17360300.99,15883302.84,23.3817699917485,24.2634374745344,-0.881667482785979,0.365928539158343,0.300634374439156,"stable",0.916597262325093
"7-methyl-3-nitroimidazo[1,2-a]pyridine","Com_1170_pos","7-methyl-3-nitroimidazo[1,2-a]pyridine","C8 H7 N3 O2",199.0338,1.269,200.04107,"Invalid mass","No results","No results",NA,NA,NA,NA,2434304.985,34724097.78,38290141.75,35333190.19,25065680.13,33794868.69,24.8880105320731,23.8183273459606,1.06968318611252,0.523979401084354,0.346277680247742,"stable",0.623523727917753
"Norfenefrine","Com_1173_pos","Norfenefrine","C8 H11 N O2",153.07693,1.245,154.08422,"Invalid mass","No results","No results","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","1-hydroxy-4-unsubstituted benzenoids",43364870.41,48536474.53,44672596.98,42125466.22,32356158.1,36512904.5,25.1325431323652,25.438492079501,-0.305948947135729,0.19063819605656,0.233809209197607,"stable",1.29801358052345
"4-Guanidinobutyric acid","Com_1176_pos","4-Guanidinobutyric acid","C5 H11 N3 O2",145.08532,1.818,146.0926,"Full match","No results","Full match","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Gamma amino acids and derivatives",39287293.56,31112109.28,27968019.71,30934516.83,35814949.16,25436905.43,24.8590641850096,24.9519356976081,-0.0928715125985242,0.619680594239351,0.375096092237746,"stable",0.367365263525359
"3-(4-pyridylmethylidene)chroman-4-one","Com_1218_pos","3-(4-pyridylmethylidene)chroman-4-one","C15 H11 N O2",237.0826,5.931,238.08987,"Invalid mass","No results","No results",NA,NA,NA,NA,23566229.62,16192217.73,25350427.71,14858220.8,26762533.65,22583002.71,24.3090677973405,24.3448405449294,-0.0357727475888545,0.937920167397354,0.476029641671222,"stable",0.0915399881773684
"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","Com_1243_pos","N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide","C13 H13 Cl N4 O",276.07664,6.359,277.08392,"Full match","No results","No results",NA,NA,NA,NA,12098968.81,10966742.49,10524181.35,14215692.16,337394.8746,6160413.083,21.5598850680786,23.4140723856799,-1.85418731760129,0.368669604382568,0.301596400845207,"stable",0.813904377833351
"Nonadecanoic acid","Com_1265_pos","Nonadecanoic acid","C19 H38 O2",298.28786,7.464,316.32169,"No results","No results","Full match","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",17379792.96,18209878.07,2976370.353,9139590.61,38460570.21,43137390.29,24.5610034977616,23.2247493698949,1.33625412786663,0.437037404530805,0.323194856920254,"stable",0.844946774092345
"N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","Com_1281_pos","N1-prop-2-ynyl-2,5-di(2,2,2-trifluoroethoxy)benzene-1-sulfonamide","C13 H11 F6 N O4 S",391.02725,1.579,392.03452,"Invalid mass","No results","No results",NA,NA,NA,NA,3158815.23,5009984.774,5168110.82,3199300.199,4101938.274,4774236.731,21.9213459884745,22.0495108281108,-0.128164839636256,0.285949492371542,0.270355855734236,"stable",0.362561957385956
"2-Phenylacetamide","Com_1316_pos","2-Phenylacetamide","C8 H9 N O",135.06633,1.227,153.10016,"No results","Invalid mass","No results","Benzenoids","Benzene and substituted derivatives","Phenylacetamides","Phenylacetamides",59803016.0200001,45108273.15,63492224.65,63960057.88,46224733.8099999,55525798.16,25.7064948249345,25.7268934077565,-0.0203985828220432,0.838829066023841,0.448282413504873,"stable",0.0825522215178729
"Ciprostene","Com_1319_pos","Ciprostene","C22 H36 O4",381.28839,7.506,382.29561,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds",10484257.01,8934968.89199999,6004576.179,6106835.807,9353021.51999999,15318635.18,23.1892597105558,22.9767945181058,0.212465192450018,0.764312441938358,0.425400263703175,"stable",0.377968523013029
"PC O-16:1","Com_1360_pos","PC O-16:1","C24 H48 N O7 P",493.31749,8.741,494.3247,"No results","Full match","Full match",NA,NA,NA,NA,4626847.744,9397853.52199999,4136184.459,4698840.942,10059265.26,11200731.64,22.9476615788627,22.428455713502,0.519205865360711,0.375812445664765,0.304065234780871,"stable",0.714064065942057
"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","Com_1364_pos","7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol","C15 H28 O2",257.23586,8.427,258.24315,"Invalid mass","No results","No results",NA,NA,NA,NA,4941841.379,8256819.499,3205557.001,5270179.961,11989934.9,12296228.46,23.1321512749966,22.2753052140997,0.856846060896977,0.263467816648306,0.26114930243788,"stable",1.00005143877397
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","Com_1397_pos","(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid","C11 H20 O4",216.13648,6.405,234.17036,"Full match","No results","Full match",NA,NA,NA,NA,2930747.987,3069294.59,3230815.204,2930162.568,2359333.936,2221343.037,21.2451660828763,21.5519266602159,-0.306760577339574,0.195465155191807,0.235771764963927,"stable",1.26802873181429
"FNH","Com_1403_pos","FNH","C19 H24 N6 O5",208.08842,2.347,209.0957,"Invalid mass","No results","No results",NA,NA,NA,NA,1876089.515,1987825.262,1954007.127,1668121.937,1429512.115,1523848.936,20.5520577323264,20.88668701556,-0.334629283233554,0.0642790637405087,0.201657864995865,"stable",1.52592367670513
"UDP","Com_1404_pos","UDP","C9 H14 N2 O12 P2",404.0026,1.999,405.00988,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","Pyrimidine nucleotides","Pyrimidine nucleotide sugars","Pyrimidine nucleotide sugars",242497087.6,206525191.3,248793724.5,178528682.6,186817650.2,203217477,27.4956951337028,27.7885031871709,-0.292808053468143,0.0761395701582533,0.205599370175499,"stable",1.36214478293531
"N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","Com_1422_pos","N-(4-butyl-2-methylphenyl)-N'-[4-(4-methylpiperazino)phenyl]urea","C23 H32 N4 O",380.25449,7.487,381.26176,"Invalid mass","No results","No results",NA,NA,NA,NA,742961.301599999,1000164.468,1045738.961,922910.282099999,4996567.11900001,1381074.241,20.8218987101244,19.8102749023235,1.01162380780088,0.262496436960484,0.26073577385884,"stable",0.922533986148072
"Octopine","Com_1474_pos","Octopine","C9 H18 N4 O4",246.13314,1.994,247.14042,"No results","Full match","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Arginine and derivatives",2446239.086,3778425.233,2575750.138,5155481.659,2882930.972,2945289.189,21.7489195055273,21.4560162827498,0.292903222777419,0.56279761717561,0.356502959866691,"stable",0.655857342758789
"GNH","Com_1483_pos","GNH","C12 H18 N6 O5",163.06688,5.016,164.07416,"Invalid mass","No results","No match",NA,NA,NA,NA,1296202.029,1846885.28,1370903.696,1390387.798,14169625.84,3149727.743,21.9167166407844,20.5030725961439,1.41364404464053,0.229250200498332,0.2478821140963,"stable",0.957197201924236
"Noroxycodone-d3","Com_1495_pos","Noroxycodone-d3","C17 H16 [2]H3 N O4",304.15013,5.261,305.15741,"Full match","No results","No results",NA,NA,NA,NA,31991550.12,33074315.2,43540065.82,66114551.63,27518722.03,29543517.64,25.169570972712,25.0954119218771,0.0741590508348793,0.894424662081801,0.464201570219059,"stable",0.142088793200502
"4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","Com_1544_pos","4-chloro-5-morpholino-2-quinoxalin-2-ylpyridazin-3(2H)-one","C16 H14 Cl N5 O2",343.0842,2.054,344.09148,"Full match","No results","No results",NA,NA,NA,NA,7263604.88899999,7342986.71,6951092.62300001,7036392.78,9436216.47499999,11242503.59,23.1128805604123,22.7763327312204,0.336547829191893,0.256196655321016,0.258010906795675,"stable",1.06712299188027
"5-OxoETE","Com_1549_pos","5-OxoETE","C20 H30 O3",318.21754,8.119,319.22482,"Invalid mass","No results","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids",12985652.77,31750699.72,15686299.32,12218102.51,12734171.06,13598944.46,23.6139033222474,24.1512339838942,-0.537330661646788,0.303889790536216,0.27711482388521,"stable",0.928554450526612
"PC O-32:2","Com_1571_pos","PC O-32:2","C40 H78 N O7 P",715.55175,10.402,716.5589,"No results","Full match","No results",NA,NA,NA,NA,55205564.81,22767748.22,177910225.4,48817703.92,28411090.69,30390836.52,25.0526616790685,25.8551242775498,-0.802462598481238,0.460334669873588,0.329637289399498,"stable",0.676472014687936
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","Com_1597_pos","5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one","C13 H13 N O3",231.08758,5.613,232.09485,"Invalid mass","No results","No results",NA,NA,NA,NA,2182718.501,7119205.92500001,2445584.049,3699439.893,1085089.644,1533567.745,20.8055729000959,21.6809090566031,-0.875336156507213,0.476823568373521,0.333955679399221,"stable",0.826736376606689
"4-(Diethylamino)benzaldehyde","Com_1611_pos","4-(Diethylamino)benzaldehyde","C11 H15 N O",177.11557,6.481,178.12287,"Full match","No results","No results",NA,NA,NA,NA,6701758.69100001,4710656.057,5943863.956,9919713.49499999,8299339.94199999,5690848.266,22.8888814919596,22.4488581811375,0.440023310822106,0.234644648244988,0.249587287343799,"stable",1.02127539548058
"SM 8:0;2O/26:0","Com_1627_pos","SM 8:0;2O/26:0","C39 H81 N2 O6 P",704.58393,8.862,705.59121,"No results","Full match","No results",NA,NA,NA,NA,155598962.4,142021580.4,231220513.4,139432612.8,94281339.12,70354378.35,26.5378661962339,27.3598287598974,-0.821962563663579,0.218768356040116,0.24440220389209,"stable",1.24481766107542
"L-Alanyl-L-proline","Com_1628_pos","L-Alanyl-L-proline","C8 H14 N2 O3",186.10083,1.408,187.10811,"Full match","No results","No results","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Dipeptides",831784.772500001,754986.916600001,784891.6636,727241.4131,635380.5978,599690.2433,19.3143981057288,19.5913589591419,-0.276960853413136,0.0410091016270119,0.188494650458657,"down",1.37586366956163
"N-acetyl-D-glucosamine","Com_1662_pos","N-acetyl-D-glucosamine","C8 H15 N O6",221.09023,1.476,222.09745,"No results","No results","Full match","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Acylaminosugars",2433072.712,1683637.703,2862419.368,1147200.344,1239995.943,995366.870499999,20.0988195816169,21.1154339734658,-1.01661439184884,0.0837924420321414,0.207607892675452,"stable",1.48772399810761
"D-(+)-Maltose","Com_1673_pos","D-(+)-Maltose","C12 H22 O11",364.09863,1.395,365.1059,"Invalid mass","No results","No results","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds",24411703.09,16095950.11,41126543.93,13340850.64,12370093.07,9999739.58500001,23.4943864785815,24.5916101733096,-1.09722369472809,0.155666752730873,0.219467056905597,"stable",1.32171692102717
"PC O-30:0","Com_1675_pos","PC O-30:0","C38 H78 N O7 P",691.55216,10.295,692.55944,"No results","Full match","No results",NA,NA,NA,NA,38515894.14,43997190.8,52205714.71,47818426.32,54525429.1500001,26826465.19,25.2962142780805,25.409187687306,-0.112973409225489,0.814762293024314,0.441093969601158,"stable",0.271395646801767
"2-morpholino-1-phenyl-1-ethanol","Com_1687_pos","2-morpholino-1-phenyl-1-ethanol","C12 H17 N O2",189.11896,6.911,190.12624,"Invalid mass","No results","No results",NA,NA,NA,NA,378035.7193,750454.2939,339567.6507,284559.2781,5244208.851,562503.776700001,19.847388887539,18.8063024042496,1.04108648328939,0.38387381203109,0.306787243599515,"stable",0.606085940735917
"tetranor-12(R)-HETE","Com_1693_pos","tetranor-12(R)-HETE","C16 H26 O3",283.21506,7.145,306.20432,"Invalid mass","No results","No results",NA,NA,NA,NA,15554572.69,13724683.39,15932079,12667050.33,10795005.64,18349647.86,23.6958956607427,23.8421787206344,-0.146283059891658,0.49255956675856,0.33790385313543,"stable",0.488260281958861
"Nitrosonornicotine","Com_1695_pos","Nitrosonornicotine","C9 H11 N3 O",177.0923,6.234,178.09958,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyrrolidinylpyridines","Pyrrolidinylpyridines",13152398.94,12599737.91,12767638.86,12862100.8,11211532.7,12045446.97,23.519029247008,23.6139004771391,-0.0948712301310586,0.13937514963216,0.215979478619623,"stable",1.0232635685905
"Nicotinic acid","Com_1723_pos","Nicotinic acid","C6 H5 N O2",123.02996,1.238,124.03726,"Invalid mass","No results","No results","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids",34989167.58,36267599.69,34816016.33,35114072.38,26246522.92,30428104.06,24.8566900235377,25.0752769130894,-0.218586889551702,0.25094401450461,0.255680450305129,"stable",1.09858775123282
"PC O-32:0","Com_1725_pos","PC O-32:0","C40 H82 N O7 P",719.57656,11.277,720.58383,"No results","Invalid mass","No results",NA,NA,NA,NA,50707285.39,39889665.53,47856888.6,26768340.43,54784237.24,15451123.33,24.754163424756,25.4524748882624,-0.6983114635064,0.372831007313624,0.303041357822831,"stable",0.897918925976041
"Theobromine","Com_1728_pos","Theobromine","C7 H8 N4 O2",180.06368,1.512,181.07105,"Invalid mass","No match","No match","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","Xanthines",62281320.6300001,54051215.69,58248181.85,62659158.66,48411642.75,39838396.17,25.5591763363226,25.7919432045661,-0.232766868243562,0.29357594227335,0.273288984846131,"stable",0.836046537975079
"4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","Com_1736_pos","4-(2-chloro-6-fluorobenzyl)-3,5-dimethyl-4-prop-2-ynyl-4H-pyrazole","C15 H14 Cl F N2",276.08269,1.486,277.08997,"Full match","No results","No results",NA,NA,NA,NA,2253916.73,2147342.519,5956631.313,742297.224199999,1358107.25,1450353.811,20.1142589622826,21.5480629740147,-1.43380401173212,0.0717886796654682,0.20428784101302,"stable",1.29284874137409
"N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","Com_1756_pos","N1-(2-amino-2-oxoethyl)-2-(isopropylthio)acetamide","C7 H14 N2 O2 S",190.07855,6.357,191.08583,"Invalid mass","No results","No results",NA,NA,NA,NA,9095706.90300001,8337754.22599999,7947038.13100001,12307239.98,2338364.455,2993944.673,22.0745628092785,23.0099891956106,-0.935426386332118,0.311513542471564,0.279843876609165,"stable",0.874993165500434
"1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","Com_1760_pos","1,4-dihydroxy-1,4-dimethyl-7-(propan-2-ylidene)-decahydroazulen-6-one","C15 H24 O3",274.15469,6.952,275.16197,"Invalid mass","No results","No results",NA,NA,NA,NA,25566785.16,10888971.02,36122725.52,23430988.51,7945188.721,31377695.28,24.1022668649774,24.3635117120755,-0.261244847098176,0.119145213123627,0.213772999605004,"stable",0.268634023112016
"1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","Com_1790_pos","1-[(3,5-dimethylisoxazol-4-yl)sulfonyl]piperidine","C10 H16 N2 O3 S",244.08848,5.737,245.09576,"Full match","No results","Full match",NA,NA,NA,NA,2929860.998,6049432.244,4112825.474,6299047.76899999,4734209.395,24492007.73,23.102400705515,21.9941558429867,1.1082448625283,0.320091225290071,0.283233585391958,"stable",0.94708703959371
"CAR 14:1","Com_1804_pos","CAR 14:1","C21 H40 N O4",369.28834,7.307,370.29562,"No results","Invalid mass","No results",NA,NA,NA,NA,9847439.34499999,10717730.79,9248472.222,5505381.78,7787795.47499999,9955305.878,22.8440763203698,23.2418656583896,-0.397789338019749,0.284513193440654,0.269793151164182,"stable",1.01441742749469
"NAD+","Com_1825_pos","NAD+","C21 H27 N7 O14 P2",663.10975,2.851,332.56215,"No results","No results","Full match","Nucleosides, nucleotides, and analogues","(5'->5')-dinucleotides","Not available","(5'->5')-dinucleotides",106710900,100649070.3,93565101.51,86257030.06,127270130.8,130075075.5,26.7467422137027,26.5777860337636,0.168956179939087,0.556187122448968,0.354812569136948,"stable",0.642005836452571
"N,N-Dimethyldecylamine N-oxide","Com_1838_pos","N,N-Dimethyldecylamine N-oxide","C12 H27 N O",201.20948,6.449,202.21676,"Full match","No results","No results","Organic nitrogen compounds","Organonitrogen compounds","Aminoxides","Long-chain alkyl amine oxides",4599694.649,11054310.61,2239833.687,3420288.137,5284294.986,9248585.42899999,22.3932557675997,22.2087241874603,0.18453158013935,0.863739275121918,0.455530595412266,"stable",0.192786708654841
"2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","Com_1840_pos","2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide","C9 H16 N2 O",168.12653,5.557,169.13382,"Full match","No results","No results",NA,NA,NA,NA,12076197.55,10507837.83,11363262.2,10041026.33,9699178.70500001,9556284.06000001,23.218950957004,23.4294997210656,-0.210548764061549,0.0477661228575375,0.193428389431678,"stable",1.42388216849519
"WMH","Com_1884_pos","WMH","C22 H28 N6 O4 S",450.21102,5.775,473.20032,"Invalid mass","No results","No results",NA,NA,NA,NA,8514564.019,6046364.668,18124504.81,3202376.491,10396218.01,14010035.5,22.8867414105974,23.2201920116603,-0.333450601062911,0.65106959880586,0.386747845237531,"stable",0.336534185550289
"1-Phenyl-3-methyl-5-pyrazolone","Com_1915_pos","1-Phenyl-3-methyl-5-pyrazolone","C10 H10 N2 O",174.07956,5.261,175.08684,"Full match","No results","No results",NA,NA,NA,NA,3013655.394,3586495.124,1089336.652,5129882.948,4624525.469,4076441.581,22.1300824303201,21.1174149040329,1.01266752628726,0.158841321540819,0.220107913914888,"stable",1.12430538132335
"Decanoylcarnitine","Com_1990_pos","Decanoylcarnitine","C17 H33 N O4",315.24184,6.555,316.24911,"Full match","Invalid mass","No results","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines",6231318.596,6635714.128,5424126.426,6062191.129,8296085.988,11754046.72,23.0006871755076,22.5346285765373,0.466058598970253,0.305279525046292,0.277618425070479,"stable",1.036569425841
"D-Erythrose 4-phosphate","Com_1999_pos","D-Erythrose 4-phosphate","C4 H9 O7 P",200.00921,1.275,201.01646,"No results","No results","Full match",NA,NA,NA,NA,26707736.07,23650837.16,22426869.32,21559611.88,22191953.53,18445798.61,24.3007167076249,24.5282890578389,-0.227572350213993,0.0794933105924305,0.206522322161862,"stable",1.17950567515325
"PC O-18:1","Com_2020_pos","PC O-18:1","C26 H52 N O7 P",521.34891,9.518,522.35619,"No results","Full match","Full match",NA,NA,NA,NA,8031637.05800001,9153780.02700001,7000941.04900001,9046243.234,13508974.38,12659001.04,23.4633207981524,22.9341054221546,0.529215375997754,0.11590771487657,0.213353554413129,"stable",1.29052206886086
"3-hydroxy-1,5-diphenylpentan-1-one","Com_2036_pos","3-hydroxy-1,5-diphenylpentan-1-one","C17 H18 O2",276.11298,7.319,277.12026,"Invalid mass","No results","No results",NA,NA,NA,NA,13981563.15,11693988.36,16192116.32,12723361.37,10265615.4,9591907.684,23.3618932175759,23.7216914254528,-0.359798207876921,0.211383714774194,0.241808476921239,"stable",1.15730807488054
"5,6-Dihydroxyindole-2-Carboxylic Acid","Com_2056_pos","5,6-Dihydroxyindole-2-Carboxylic Acid","C9 H7 N O4",193.03778,2.482,194.04505,"No results","No results","Full match",NA,NA,NA,NA,15402809.65,16474621.77,16409888.31,25094286.64,24780530.85,25081888.06,24.5745673243859,23.9394980983382,0.635069226047765,0.00305578557678893,0.15207209868962,"up",1.64290350884738
"3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","Com_2125_pos","3,4-dihydro-2H,6H-[1,3]thiazino[2,3-b]quinazolin-6-one","C11 H10 N2 O S",240.03183,5.962,241.0391,"Invalid mass","No results","No results",NA,NA,NA,NA,5694545.003,5428553.078,10339058.3,9486200.65100001,5666584.579,4502651.005,22.5712633981057,22.7049622934198,-0.13369889531408,0.835598872003695,0.447328357165885,"stable",0.250046844074912
"DNH","Com_2139_pos","DNH","C14 H20 N6 O7",384.14014,5.751,385.14742,"Full match","No results","No results",NA,NA,NA,NA,12610698.34,11836765.44,20803441.2,5634659.48099999,11144602.15,14689489.99,23.2146732488889,23.7984117507293,-0.583738501840394,0.203272986589488,0.238812683869957,"stable",0.851738945507548
"5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","Com_2156_pos","5-[5-(ethylsulfonyl)-2-hydroxyanilino]-5-oxopentanoic acid","C13 H17 N O6 S",337.05808,1.921,338.06535,"Invalid mass","No results","No results",NA,NA,NA,NA,24194425.57,33647994.78,23971104.89,13404105.68,24263653.42,24510347.8,24.2517842369106,24.6823272062856,-0.430542969374979,0.23468626219419,0.249600225794963,"stable",0.902646814135063
"N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","Com_2158_pos","N1-[4-hydroxy-6-(methoxymethyl)pyrimidin-2-yl]acetamide","C8 H11 N3 O3",197.08033,3.352,198.08761,"Full match","No results","Full match",NA,NA,NA,NA,12990766.87,17615394.67,10640494.64,16163716.67,10796969.73,13169787.8,23.653702508134,23.6814595359565,-0.0277570278224388,0.942239197680009,0.477175708990215,"stable",0.0847317870349365
"N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","Com_2163_pos","N~1~-(2,4-dichlorophenyl)-N~2~-(2,2-dimethoxyethyl)ethanediamide","C12 H14 Cl2 N2 O4",337.05801,1.489,338.06524,"Invalid mass","No results","No results",NA,NA,NA,NA,1333848.602,1095940.23,1140865.864,29000835.18,7773349.025,1048464.372,22.5598474613308,20.1775329762807,2.38231448505015,0.216535522151991,0.243630848711125,"stable",1.07215406786342
"3-Indoleacetonitrile","Com_2172_pos","3-Indoleacetonitrile","C10 H8 N2",156.06907,5.266,157.07635,"Full match","No results","No results","Organoheterocyclic compounds","Indoles and derivatives","Indoles","3-alkylindoles",11998406.38,12281053.16,12564610.59,13663817.84,12646021.44,14301580.42,23.6885695977529,23.5497110122,0.138858585552946,0.102707866737767,0.211391808279271,"stable",1.2920576765224
"Desthiobiotin","Com_2209_pos","Desthiobiotin","C10 H18 N2 O3",214.13208,5.781,215.13938,"Full match","No results","No results","Organoheterocyclic compounds","Azoles","Imidazoles","Imidazolyl carboxylic acids and derivatives",13280918.9,15158969.33,16415787.81,9301694.757,9738379.087,9416544.076,23.1770262156282,23.8283668723155,-0.651340656687253,0.0160012900959152,0.154024901174957,"down",1.58989457400523
"CAR 16:1","Com_2211_pos","CAR 16:1","C23 H44 N O4",397.31971,7.913,398.32699,"No results","Invalid mass","No results",NA,NA,NA,NA,3300513.077,5694372.881,2070098.903,1951317.564,6546612.40800001,11659975.18,22.3377985577519,21.6922108954534,0.645587662298404,0.572274646264883,0.35888527064051,"stable",0.574881154181869
"4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","Com_2267_pos","4-amino-2-(2,4-dimethoxyanilino)-5-pyrimidinecarbonitrile","C13 H13 N5 O2",271.10344,4.87,272.11072,"Invalid mass","No results","No results",NA,NA,NA,NA,12068672.56,14993761.41,14092553.31,10461999.47,12119683.52,13643490.57,23.517071137924,23.7036841233324,-0.186612985408452,0.13279456810065,0.215330815543029,"stable",0.894748376288473
